canonical_name,variant,variant_type,country,parent_funder,variant_count,merged_count,selection_method,discovery_method,funder_type,openalex_id,openalex_name,openalex_country,openalex_works_count,validation_status
National Institute of General Medical Sciences,NIGMS,acronym,USA,National Institutes of Health,5583,5628,weibull_2.0x+openalex,ner_pipeline,government,F4320337354,National Institute of General Medical Sciences,US,79215.0,explicit_alias
National Institute of General Medical Sciences,National Institute of General Medical Sciences,primary,USA,National Institutes of Health,45,5628,weibull_2.0x+openalex,ner_pipeline,government,F4320337354,National Institute of General Medical Sciences,US,79215.0,explicit_alias
"Ministry of Education, Culture, Sports, Science and Technology",MEXT,acronym,Japan,,5523,5523,weibull_2.0x+openalex,ner_pipeline,government,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",JP,144111.0,explicit_alias
Department of Energy,DOE,acronym,USA,,5122,5122,weibull_2.0x+openalex,ner_pipeline,government,F4320306084,U.S. Department of Energy,US,247348.0,explicit_alias
Fundacao para a Ciencia e a Tecnologia,FCT,acronym,Portugal,,5010,5010,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,CAPES,acronym,Brazil,,5006,5006,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
National Health and Medical Research Council,NHMRC,acronym,Australia,,4286,5004,weibull_2.0x+openalex,ner_pipeline,government,F4320334705,National Health and Medical Research Council,AU,69555.0,explicit_alias
National Health and Medical Research Council,National Health and Medical Research Council,primary,Australia,,526,5004,weibull_2.0x+openalex,ner_pipeline,government,F4320334705,National Health and Medical Research Council,AU,69555.0,explicit_alias
National Health and Medical Research Council,a National Health and Medical Research Council,fuzzy,Australia,,192,5004,weibull_2.0x+openalex,ner_pipeline,government,F4320334705,National Health and Medical Research Council,AU,69555.0,explicit_alias
Fundacao de Amparo a Pesquisa do Estado de Sao Paulo,FAPESP,acronym,Brazil,,4778,4958,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Fundacao de Amparo a Pesquisa do Estado de Sao Paulo,Sao Paulo Research Foundation,alias,Brazil,,180,4958,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
European Commission,European Commission,primary,EU,,4798,4798,weibull_2.0x+openalex,ner_pipeline,supranational,F4320320300,European Commission,,213105.0,explicit_alias
European Commission,EC,acronym_manual,EU,,0,4798,weibull_2.0x+openalex,ner_pipeline,supranational,F4320320300,European Commission,,213105.0,explicit_alias
European Commission,EU,acronym_manual,EU,,0,4798,weibull_2.0x+openalex,ner_pipeline,supranational,F4320320300,European Commission,,213105.0,explicit_alias
European Commission,European Union,alias_manual,EU,,0,4798,weibull_2.0x+openalex,ner_pipeline,supranational,F4320320300,European Commission,,213105.0,explicit_alias
Russian Science Foundation,Russian Science Foundation,primary,Russia,,3632,4422,weibull_2.0x+openalex,ner_pipeline,government,F4320324099,Russian Science Foundation,RU,75868.0,explicit_alias
Russian Science Foundation,RSF,acronym,Russia,,653,4422,weibull_2.0x+openalex,ner_pipeline,government,F4320324099,Russian Science Foundation,RU,75868.0,explicit_alias
Russian Science Foundation,Russian Scientific Foundation,fuzzy,Russia,,137,4422,weibull_2.0x+openalex,ner_pipeline,government,F4320324099,Russian Science Foundation,RU,75868.0,explicit_alias
China Postdoctoral Science Foundation,China Postdoctoral Science Foundation,primary,China,,4214,4375,weibull_2.0x+openalex,ner_pipeline,government,F4320321543,China Postdoctoral Science Foundation,CN,168718.0,explicit_alias
China Postdoctoral Science Foundation,Chinese Postdoctoral Science Foundation,fuzzy,China,,82,4375,weibull_2.0x+openalex,ner_pipeline,government,F4320321543,China Postdoctoral Science Foundation,CN,168718.0,explicit_alias
China Postdoctoral Science Foundation,and China Postdoctoral Science Foundation,fuzzy,China,,42,4375,weibull_2.0x+openalex,ner_pipeline,government,F4320321543,China Postdoctoral Science Foundation,CN,168718.0,explicit_alias
China Postdoctoral Science Foundation,Chongqing Postdoctoral Science Foundation,fuzzy,China,,37,4375,weibull_2.0x+openalex,ner_pipeline,government,F4320321543,China Postdoctoral Science Foundation,CN,168718.0,explicit_alias
China Scholarship Council,China Scholarship Council,primary,China,,2522,4284,weibull_2.0x+openalex,ner_pipeline,government,F4320322725,China Scholarship Council,CN,105008.0,explicit_alias
China Scholarship Council,CSC,acronym,China,,1155,4284,weibull_2.0x+openalex,ner_pipeline,government,F4320322725,China Scholarship Council,CN,105008.0,explicit_alias
China Scholarship Council,Chinese Scholarship Council,fuzzy,China,,541,4284,weibull_2.0x+openalex,ner_pipeline,government,F4320322725,China Scholarship Council,CN,105008.0,explicit_alias
China Scholarship Council,a China Scholarship Council,fuzzy,China,,44,4284,weibull_2.0x+openalex,ner_pipeline,government,F4320322725,China Scholarship Council,CN,105008.0,explicit_alias
China Scholarship Council,China Scholarships Council,fuzzy,China,,22,4284,weibull_2.0x+openalex,ner_pipeline,government,F4320322725,China Scholarship Council,CN,105008.0,explicit_alias
Italian Ministry,Italian Ministry,primary,Italy,,4283,4283,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Netherlands Organisation for Scientific Research,NWO,acronym,Netherlands,,3634,4164,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Netherlands Organisation for Scientific Research,Dutch Research Council,alias,Netherlands,,530,4164,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
National Human Genome Research Institute,National Human Genome Research Institute,primary,USA,National Institutes of Health,2365,3913,weibull_2.0x+openalex,ner_pipeline,government,F4320337348,National Human Genome Research Institute,US,8534.0,explicit_alias
National Human Genome Research Institute,NHGRI,acronym,USA,National Institutes of Health,1548,3913,weibull_2.0x+openalex,ner_pipeline,government,F4320337348,National Human Genome Research Institute,US,8534.0,explicit_alias
Royal Society,Royal Society,primary,UK,,3623,3813,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320320006,Royal Society,GB,53950.0,explicit_alias
Royal Society,a Royal Society,fuzzy,UK,,190,3813,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320320006,Royal Society,GB,53950.0,explicit_alias
National Science Centre,National Science Centre,primary,Poland,,2583,3807,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
National Science Centre,National Science Center,fuzzy,Poland,,764,3807,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
National Science Centre,NCN,acronym,Poland,,460,3807,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Ministry of Science and Technology,MOST,acronym,Taiwan,,3672,3672,weibull_2.0x+openalex,ner_pipeline,government,F4320309618,Ministry of Science and Technology,,10424.0,explicit_alias
Natural Environment Research Council,Natural Environment Research Council,primary,UK,UK Research and Innovation,1736,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,NERC,acronym,UK,UK Research and Innovation,1646,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,Natural Environmental Research Council,fuzzy,UK,UK Research and Innovation,113,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,a Natural Environment Research Council,fuzzy,UK,UK Research and Innovation,48,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,National Environment Research Council,fuzzy,UK,UK Research and Innovation,45,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,UK Natural Environment Research Council,fuzzy,UK,UK Research and Innovation,39,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Natural Environment Research Council,National Environmental Research Council,fuzzy,UK,UK Research and Innovation,27,3654,weibull_2.0x+openalex,ner_pipeline,government,F4320334631,Natural Environment Research Council,GB,42896.0,explicit_alias
Canadian Institutes of Health Research,CIHR,acronym,Canada,,3454,3476,weibull_2.0x+openalex,ner_pipeline,government,F4320334506,Canadian Institutes of Health Research,CA,78105.0,explicit_alias
Canadian Institutes of Health Research,Canadian Institutes of Health Research,primary,Canada,,22,3476,weibull_2.0x+openalex,ner_pipeline,government,F4320334506,Canadian Institutes of Health Research,CA,78105.0,explicit_alias
American Heart Association,American Heart Association,primary,USA,,2557,3230,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320306230,American Heart Association,US,45066.0,explicit_alias
American Heart Association,AHA,acronym,USA,,575,3230,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320306230,American Heart Association,US,45066.0,explicit_alias
American Heart Association,an American Heart Association,fuzzy,USA,,70,3230,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320306230,American Heart Association,US,45066.0,explicit_alias
American Heart Association,and American Heart Association,fuzzy,USA,,28,3230,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320306230,American Heart Association,US,45066.0,explicit_alias
National Heart Lung and Blood Institute,NHLBI,acronym,USA,National Institutes of Health,3180,3205,weibull_2.0x+openalex,ner_pipeline,government,F4320337338,"National Heart, Lung, and Blood Institute",US,55863.0,explicit_alias
National Heart Lung and Blood Institute,National Heart Lung Blood Institute,fuzzy,USA,National Institutes of Health,25,3205,weibull_2.0x+openalex,ner_pipeline,government,F4320337338,"National Heart, Lung, and Blood Institute",US,55863.0,explicit_alias
National Heart Lung and Blood Institute,Blood Institute,alias_manual,USA,National Institutes of Health,0,3205,weibull_2.0x+openalex,ner_pipeline,government,F4320337338,"National Heart, Lung, and Blood Institute",US,55863.0,explicit_alias
Centre National de la Recherche Scientifique,CNRS,acronym,France,,3019,3019,weibull_2.0x+openalex,ner_pipeline,government,F4320322892,Centre National de la Recherche Scientifique,FR,79206.0,explicit_alias
National Key Research and Development Program,National Key Research and Development Program,primary,China,,2660,2739,weibull_2.0x+openalex,ner_pipeline,government,F4320335777,National Key Research and Development Program of China,CN,392120.0,explicit_alias
National Key Research and Development Program,National Key Research & Development Program,fuzzy,China,,40,2739,weibull_2.0x+openalex,ner_pipeline,government,F4320335777,National Key Research and Development Program of China,CN,392120.0,explicit_alias
National Key Research and Development Program,National key research and development program,primary,China,,39,2739,weibull_2.0x+openalex,ner_pipeline,government,F4320335777,National Key Research and Development Program of China,CN,392120.0,explicit_alias
Research Foundation Flanders,FWO,acronym,Belgium,,2686,2709,weibull_2.0x+openalex,ner_pipeline,philanthropy,,,,,explicit_alias
Research Foundation Flanders,Flanders Research Foundation,fuzzy,Belgium,,23,2709,weibull_2.0x+openalex,ner_pipeline,philanthropy,,,,,explicit_alias
Japan Science and Technology Agency,JST,acronym,Japan,,2363,2467,weibull_2.0x+openalex,ner_pipeline,government,F4320334789,Japan Science and Technology Agency,JP,37000.0,explicit_alias
Japan Science and Technology Agency,Japan Science and Technology Agency,primary,Japan,,104,2467,weibull_2.0x+openalex,ner_pipeline,government,F4320334789,Japan Science and Technology Agency,JP,37000.0,explicit_alias
Department of Biotechnology,DBT,acronym,India,,2402,2402,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Max Planck Society,Max Planck Society,primary,Germany,,2232,2379,weibull_2.0x+openalex,ner_pipeline,philanthropy,,,,,explicit_alias
Max Planck Society,MPG,acronym,Germany,,147,2379,weibull_2.0x+openalex,ner_pipeline,philanthropy,,,,,explicit_alias
Max Planck Society,Max Planck,alias_manual,Germany,,0,2379,weibull_2.0x+openalex,ner_pipeline,philanthropy,,,,,explicit_alias
Czech Science Foundation,Czech Science Foundation,primary,Czech Republic,,2130,2339,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
Czech Science Foundation,GACR,acronym,Czech Republic,,209,2339,weibull_2.0x+openalex,ner_pipeline,government,,,,,explicit_alias
National Eye Institute,National Eye Institute,primary,USA,National Institutes of Health,1157,2098,weibull_2.0x+openalex,ner_pipeline,government,F4320337350,National Eye Institute,US,20932.0,explicit_alias
National Eye Institute,NEI,acronym,USA,National Institutes of Health,561,2098,weibull_2.0x+openalex,ner_pipeline,government,F4320337350,National Eye Institute,US,20932.0,explicit_alias
National Eye Institute,a National Institute,fuzzy,USA,National Institutes of Health,380,2098,weibull_2.0x+openalex,ner_pipeline,government,F4320337350,National Eye Institute,US,20932.0,explicit_alias
UK Research and Innovation,UKRI,acronym,UK,,2069,2069,weibull_2.0x+openalex,ner_pipeline,government,F4320314731,UK Research and Innovation,GB,10097.0,explicit_alias
Israel Science Foundation,Israel Science Foundation,primary,IL,,1834,2010,weibull_2.0x+openalex,ner_pipeline,government,F4320322252,Israel Science Foundation,IL,38128.0,validated
Israel Science Foundation,Israeli Science Foundation,fuzzy,IL,,176,2010,weibull_2.0x+openalex,ner_pipeline,government,F4320322252,Israel Science Foundation,IL,38128.0,validated
Associazione Italiana per la Ricerca sul Cancro,AIRC,acronym,Italy,,2000,2000,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320323054,Associazione Italiana per la Ricerca sul Cancro,IT,14381.0,explicit_alias
Novo Nordisk Foundation,Novo Nordisk Foundation,primary,DK,,1953,1976,weibull_2.0x+openalex,ner_pipeline,government,F4320325957,Novo Nordisk Fonden,DK,14159.0,validated
Novo Nordisk Foundation,Novo Nordic Foundation,fuzzy,DK,,23,1976,weibull_2.0x+openalex,ner_pipeline,government,F4320325957,Novo Nordisk Fonden,DK,14159.0,validated
National Institute of Neurological Disorders and Stroke,NINDS,acronym,USA,National Institutes of Health,1968,1968,weibull_2.0x+openalex,ner_pipeline,government,F4320337359,National Institute of Neurological Disorders and Stroke,US,38430.0,explicit_alias
National Institute of Diabetes and Digestive and Kidney Diseases,NIDDK,acronym,USA,National Institutes of Health,1908,1908,weibull_2.0x+openalex,ner_pipeline,government,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,US,41903.0,explicit_alias
Zhejiang Provincial Natural Science Foundation,Zhejiang Provincial Natural Science Foundation,primary,CN,,1194,1839,weibull_2.0x+openalex,ner_pipeline,government,F4320338464,Natural Science Foundation of Zhejiang Province,CN,60091.0,validated
Zhejiang Provincial Natural Science Foundation,Shandong Provincial Natural Science Foundation,fuzzy,CN,,622,1839,weibull_2.0x+openalex,ner_pipeline,government,F4320338464,Natural Science Foundation of Zhejiang Province,CN,60091.0,validated
Zhejiang Provincial Natural Science Foundation,Zhejiang Province Natural Science Foundation,fuzzy,CN,,23,1839,weibull_2.0x+openalex,ner_pipeline,government,F4320338464,Natural Science Foundation of Zhejiang Province,CN,60091.0,validated
American Cancer Society,American Cancer Society,primary,USA,,1759,1800,weibull_2.0x+openalex,ner_pipeline,government,F4320306095,American Cancer Society,US,21230.0,validated
American Cancer Society,an American Cancer Society,fuzzy,USA,,41,1800,weibull_2.0x+openalex,ner_pipeline,government,F4320306095,American Cancer Society,US,21230.0,validated
Cancer Research UK,CRUK,acronym,UK,,1709,1709,weibull_2.0x+openalex,ner_pipeline,philanthropy,F4320319985,Cancer Research UK,GB,17310.0,explicit_alias
European Social Fund,European Social Fund,primary,EU,,1652,1652,weibull_2.0x+openalex,ner_pipeline,government,F4320338080,European Social Fund,,33045.0,validated
British Heart Foundation,British Heart Foundation,primary,UK,,1528,1596,weibull_2.0x+openalex,ner_pipeline,government,F4320319992,British Heart Foundation,GB,16594.0,validated
British Heart Foundation,a British Heart Foundation,fuzzy,UK,,68,1596,weibull_2.0x+openalex,ner_pipeline,government,F4320319992,British Heart Foundation,GB,16594.0,validated
National Institute of Mental Health,NIMH,acronym,USA,National Institutes of Health,1568,1568,weibull_2.0x+openalex,ner_pipeline,government,F4320337346,National Institute of Mental Health,US,64740.0,explicit_alias
Burroughs Wellcome Fund,Burroughs Wellcome Fund,primary,UK,,1307,1387,weibull_2.0x+openalex,ner_pipeline,government,F4320306133,Burroughs Wellcome Fund,US,6312.0,validated
Burroughs Wellcome Fund,Burroughs Welcome Fund,fuzzy,UK,,58,1387,weibull_2.0x+openalex,ner_pipeline,government,F4320306133,Burroughs Wellcome Fund,US,6312.0,validated
Burroughs Wellcome Fund,a Burroughs Wellcome Fund,fuzzy,UK,,22,1387,weibull_2.0x+openalex,ner_pipeline,government,F4320306133,Burroughs Wellcome Fund,US,6312.0,validated
Simons Foundation,Simons Foundation,primary,US,,1374,1374,weibull_2.0x+openalex,ner_pipeline,government,F4320306164,Simons Foundation,US,16318.0,validated
National Research Council,National Research Council,primary,Unknown,,1351,1351,weibull_2.0x+openalex,ner_pipeline,government,F4320314062,National Research Council,,1287.0,validated
National Institute of Child Health and Human Development,NICHD,acronym,USA,National Institutes of Health,1214,1214,weibull_2.0x+openalex,ner_pipeline,government,F4320337364,National Institute of Child Health and Human Development,US,19515.0,explicit_alias
Leverhulme Trust,Leverhulme Trust,primary,GB,,1063,1116,weibull_2.0x+openalex,ner_pipeline,government,F4320319993,Leverhulme Trust,GB,24223.0,validated
Leverhulme Trust,a Leverhulme Trust,fuzzy,GB,,53,1116,weibull_2.0x+openalex,ner_pipeline,government,F4320319993,Leverhulme Trust,GB,24223.0,validated
Research Center,Research Center,primary,US,,1102,1102,weibull_2.0x+openalex,ner_pipeline,government,F4320332374,Ames Research Center,US,2750.0,validated
Takeda Science Foundation,Takeda Science Foundation,primary,JP,,1085,1085,weibull_2.0x+openalex,ner_pipeline,government,F4320309807,Takeda Science Foundation,JP,9707.0,validated
National Institute of Environmental Health Sciences,NIEHS,acronym,USA,National Institutes of Health,1045,1045,weibull_2.0x+openalex,ner_pipeline,government,F4320337361,National Institute of Environmental Health Sciences,US,28976.0,explicit_alias
RIKEN,RIKEN,primary,JP,,1020,1020,weibull_2.0x+openalex,ner_pipeline,government,F4320335125,RIKEN,JP,9484.0,validated
Youth Innovation Promotion Association,Youth Innovation Promotion Association,primary,Unknown,,1013,1013,weibull_2.0x+openalex,ner_pipeline,government,F4320335892,Youth Innovation Promotion Association,,3031.0,validated
Guangxi Natural Science Foundation,Guangxi Natural Science Foundation,primary,CN,,463,971,weibull_2.0x+openalex,ner_pipeline,government,F4320322768,Natural Science Foundation of Guangxi Province,CN,13813.0,validated
Guangxi Natural Science Foundation,Guangdong Natural Science Foundation,fuzzy,CN,,424,971,weibull_2.0x+openalex,ner_pipeline,government,F4320322768,Natural Science Foundation of Guangxi Province,CN,13813.0,validated
Guangxi Natural Science Foundation,Hunan Natural Science Foundation,fuzzy,CN,,48,971,weibull_2.0x+openalex,ner_pipeline,government,F4320322768,Natural Science Foundation of Guangxi Province,CN,13813.0,validated
Guangxi Natural Science Foundation,Jiangxi Natural Science Foundation,fuzzy,CN,,36,971,weibull_2.0x+openalex,ner_pipeline,government,F4320322768,Natural Science Foundation of Guangxi Province,CN,13813.0,validated
National Center for Advancing Translational Sciences,NCATS,acronym,USA,National Institutes of Health,878,927,weibull_2.0x+openalex,ner_pipeline,government,F4320337472,National Center for Advancing Translational Sciences,US,29695.0,explicit_alias
National Center for Advancing Translational Sciences,National Center for Advancing Translational Sciences,primary,USA,National Institutes of Health,49,927,weibull_2.0x+openalex,ner_pipeline,government,F4320337472,National Center for Advancing Translational Sciences,US,29695.0,explicit_alias
Welch Foundation,Welch Foundation,primary,US,,906,906,weibull_2.0x+openalex,ner_pipeline,government,F4320306196,Welch Foundation,US,23933.0,validated
University Grants Commission,University Grants Commission,primary,IN,,702,885,weibull_2.0x+openalex,ner_pipeline,government,F4320320767,University Grants Commission,IN,54344.0,validated
University Grants Commission,University Grant Commission,fuzzy,IN,,183,885,weibull_2.0x+openalex,ner_pipeline,government,F4320320767,University Grants Commission,IN,54344.0,validated
National Medical Research Council,National Medical Research Council,primary,SG,,800,800,weibull_2.0x+openalex,ner_pipeline,government,F4320334737,National Medical Research Council,SG,26633.0,validated
Humanities Research Council,Humanities Research Council,primary,Unknown,,772,772,weibull_2.0x+openalex,ner_pipeline,government,F4320334609,Arts and Humanities Research Council,,5534.0,validated
Thailand Research Fund,Thailand Research Fund,primary,TH,,769,769,weibull_2.0x+openalex,ner_pipeline,government,F4320322614,Thailand Research Fund,TH,16181.0,validated
Francis Crick Institute,Francis Crick Institute,primary,GB,,752,752,weibull_2.0x+openalex,ner_pipeline,government,F4320312060,Francis Crick Institute,GB,4570.0,validated
National Science Council,National Science Council,primary,TW,,749,749,weibull_2.0x+openalex,ner_pipeline,government,F4320321040,National Science Council,TW,116105.0,validated
Cystic Fibrosis Foundation,Cystic Fibrosis Foundation,primary,US,,746,746,weibull_2.0x+openalex,ner_pipeline,government,F4320306168,Cystic Fibrosis Foundation,US,4958.0,validated
National Institute on Drug Abuse,NIDA,acronym,USA,National Institutes of Health,706,706,weibull_2.0x+openalex,ner_pipeline,government,F4320337347,National Institute on Drug Abuse,US,43166.0,explicit_alias
Broad Institute,Broad Institute,primary,US,,693,693,weibull_2.0x+openalex,ner_pipeline,government,F4320314070,Broad Institute,US,1069.0,validated
National Institute of Arthritis and Musculoskeletal and Skin Diseases,NIAMS,acronym,USA,National Institutes of Health,649,649,weibull_2.0x+openalex,ner_pipeline,government,F4320337362,National Institute of Arthritis and Musculoskeletal and Skin Diseases,US,14445.0,explicit_alias
Oxford Biomedical Research Centre,Oxford Biomedical Research Centre,primary,GB,,486,647,weibull_2.0x+openalex,ner_pipeline,government,F4320336045,NIHR Oxford Biomedical Research Centre,GB,1316.0,validated
Oxford Biomedical Research Centre,Oxford Health Biomedical Research Centre,fuzzy,GB,,89,647,weibull_2.0x+openalex,ner_pipeline,government,F4320336045,NIHR Oxford Biomedical Research Centre,GB,1316.0,validated
Oxford Biomedical Research Centre,NIHR Oxford Biomedical Research Centre,fuzzy,GB,,46,647,weibull_2.0x+openalex,ner_pipeline,government,F4320336045,NIHR Oxford Biomedical Research Centre,GB,1316.0,validated
Oxford Biomedical Research Centre,Oxford Biomedical Research Center,fuzzy,GB,,26,647,weibull_2.0x+openalex,ner_pipeline,government,F4320336045,NIHR Oxford Biomedical Research Centre,GB,1316.0,validated
Helmholtz Association,Helmholtz Association,primary,DE,,608,608,weibull_2.0x+openalex,ner_pipeline,government,F4320325698,Helmholtz Association,DE,3587.0,validated
Korea Health Industry Development Institute,Korea Health Industry Development Institute,primary,Korea,,530,607,weibull_2.0x+openalex,ner_pipeline,government,F4320322107,Korea Health Industry Development Institute,KR,9300.0,validated
Korea Health Industry Development Institute,Health Industry Development Institute,fuzzy,Korea,,77,607,weibull_2.0x+openalex,ner_pipeline,government,F4320322107,Korea Health Industry Development Institute,KR,9300.0,validated
John Templeton Foundation,John Templeton Foundation,primary,US,,600,600,weibull_2.0x+openalex,ner_pipeline,government,F4320306193,John Templeton Foundation,US,7448.0,validated
Fogarty International Center,Fogarty International Center,primary,US,,551,584,weibull_2.0x+openalex,ner_pipeline,government,F4320337356,Fogarty International Center,US,8354.0,validated
Fogarty International Center,Fogarty International Centre,fuzzy,US,,33,584,weibull_2.0x+openalex,ner_pipeline,government,F4320337356,Fogarty International Center,US,8354.0,validated
Medical Research Foundation,Medical Research Foundation,primary,Unknown,,546,582,weibull_2.0x+openalex,ner_pipeline,government,F4320338126,Medical Research Foundation,,1009.0,validated
Medical Research Foundation,Ono Medical Research Foundation,fuzzy,Unknown,,36,582,weibull_2.0x+openalex,ner_pipeline,government,F4320338126,Medical Research Foundation,,1009.0,validated
Damon Runyon Cancer Research Foundation,Damon Runyon Cancer Research Foundation,primary,US,,472,578,weibull_2.0x+openalex,ner_pipeline,government,F4320306271,Damon Runyon Cancer Research Foundation,US,2381.0,validated
Damon Runyon Cancer Research Foundation,Runyon Cancer Research Foundation,fuzzy,US,,106,578,weibull_2.0x+openalex,ner_pipeline,government,F4320306271,Damon Runyon Cancer Research Foundation,US,2381.0,validated
