journal,total_articles,open_data_articles,open_code_articles,pdf_covered,pdf_covered_od,xml_only,xml_only_od,open_data_pct,open_code_pct,corrected_od,ci_lo,ci_hi,corrected_pct,ci_lo_pct,ci_hi_pct
Cadernos de Saúde Pública,264,1.0,7.0,107.0,0.0,157.0,1.0,0.4,2.7,1.0,1.0,5.541366536324346,0.4,0.378788,2.099002
Case Reports in Oncology,267,1.0,0.0,0.0,0.0,267.0,1.0,0.4,0.0,42.31525464254403,42.03921273310265,42.592765942845716,15.8,15.745023,15.952347
Oxford Medical Case Reports,275,1.0,0.0,116.0,1.0,159.0,0.0,0.4,0.0,2.3706896551724137,1.2422124217866943,8.508138040823951,0.9,0.451714,3.093868
Journal of Experimental Orthopaedics,323,1.0,4.0,123.0,1.0,200.0,0.0,0.3,1.2,2.6260162601626016,1.2873133146380047,9.923544952681233,0.8,0.398549,3.072305
Pakistan Journal of Medical Sciences,616,2.0,1.0,221.0,1.0,395.0,1.0,0.3,0.2,2.7873303167420813,2.0,10.946801962244953,0.5,0.324675,1.777078
Journal of Conservative Dentistry and Endodontics,289,1.0,0.0,0.0,0.0,289.0,1.0,0.3,0.0,45.801904837809836,45.50311790212234,46.10228223776184,15.8,15.745023,15.952347
BMJ Paediatrics Open,356,1.0,2.0,0.0,0.0,356.0,1.0,0.3,0.6,56.420339523392045,56.052283644136864,56.79035459046096,15.8,15.745023,15.952347
Micromachines,1765,5.0,12.0,1060.0,5.0,705.0,0.0,0.3,0.7,8.328611898016998,6.42291608830911,12.758440757339383,0.5,0.363905,0.722858
Nanomaterials,2402,8.0,5.0,1453.0,7.0,949.0,1.0,0.3,0.2,11.571920165175499,9.216450079396227,16.40573204390393,0.5,0.383699,0.683003
SAGE Open Nursing,291,1.0,1.0,56.0,0.0,235.0,1.0,0.3,0.3,1.0,1.0,15.08609395470709,0.3,0.343643,5.184225
American Journal of Ophthalmology Case Reports,358,1.0,0.0,0.0,0.0,358.0,1.0,0.3,0.0,56.73730772296167,56.367184114047745,57.10940152636242,15.8,15.745023,15.952347
Journal of the American College of Emergency Physicians Open,289,1.0,1.0,102.0,0.0,187.0,1.0,0.3,0.3,1.0,1.0,6.787304802648485,0.3,0.346021,2.348548
Microsystems & Nanoengineering,302,1.0,5.0,302.0,1.0,0.0,0.0,0.3,1.7,1.0,,,0.3,,
Orthopaedic Surgery,387,1.0,2.0,184.0,1.0,203.0,0.0,0.3,0.5,2.1153846153846154,1.1970215509289963,7.183922220540901,0.5,0.309308,1.856311
RMD Open,348,1.0,6.0,0.0,0.0,348.0,1.0,0.3,1.7,55.15246672511358,54.792681764493345,55.51416684685509,15.8,15.745023,15.952347
Nano-Micro Letters,359,1.0,4.0,359.0,1.0,0.0,0.0,0.3,1.1,1.0,,,0.3,,
Journal of Education and Health Promotion,610,2.0,0.0,0.0,0.0,610.0,2.0,0.3,0.0,96.67530086873357,96.04464332281879,97.30931544994715,15.8,15.745023,15.952347
International Journal of Surgery Case Reports,2131,6.0,0.0,74.0,5.0,2057.0,1.0,0.3,0.0,143.98648648648648,65.07191946339212,310.6987121783007,6.8,3.053586,14.579949
Surgical Endoscopy,308,1.0,8.0,307.0,1.0,1.0,0.0,0.3,2.6,1.0034602076124568,1.0006110572477793,1.019336928284331,0.3,0.324874,0.330954
Interdisciplinary CardioVascular and Thoracic Surgery,311,1.0,3.0,213.0,1.0,98.0,0.0,0.3,1.0,1.460093896713615,1.081262946334526,3.55880611790407,0.5,0.347673,1.144311
Cureus,28751,46.0,71.0,18859.0,34.0,9892.0,12.0,0.2,0.2,51.85749177020283,46.78231841053855,58.942656790442,0.2,0.162715,0.205011
Pan African Medical Journal,560,1.0,0.0,0.0,0.0,560.0,1.0,0.2,0.0,88.7510958794931,88.17213157504676,89.3331420524105,15.8,15.745023,15.952347
Plastic & Reconstructive Surgery Global Open,1245,2.0,8.0,0.0,0.0,1245.0,2.0,0.2,0.6,197.31270423208736,196.02554251952358,198.6067175986626,15.8,15.745023,15.952347
Internal Medicine,532,1.0,0.0,46.0,1.0,486.0,0.0,0.2,0.0,78.02327249541723,77.52081418834415,78.52840542405625,14.7,14.571582,14.760978
JAMA Network Open,2805,6.0,24.0,91.0,0.0,2714.0,6.0,0.2,0.9,6.0,6.0,109.93174303259329,0.2,0.213904,3.919135
SAGE Open Medical Case Reports,569,1.0,0.0,139.0,1.0,430.0,0.0,0.2,0.0,4.093525179856115,1.5465553661271119,18.0385738959366,0.7,0.271802,3.170224
Urology Case Reports,423,1.0,0.0,0.0,0.0,423.0,1.0,0.2,0.0,67.03877420897426,66.60144938615139,67.47842694316007,15.8,15.745023,15.952347
Canadian Medical Association Journal,465,1.0,2.0,0.0,0.0,465.0,1.0,0.2,0.4,73.69510639993624,73.2143592542799,74.17841259709085,15.8,15.745023,15.952347
Ultrasonics Sonochemistry,599,1.0,1.0,0.0,0.0,599.0,1.0,0.2,0.2,94.93197577110067,94.31269073830894,95.55455730248909,15.8,15.745023,15.952347
Orthopaedic Journal of Sports Medicine,683,1.0,5.0,154.0,0.0,529.0,1.0,0.1,0.7,1.0,1.0,12.874973391045197,0.1,0.146413,1.885062
Radiology Case Reports,1875,2.0,0.0,74.0,1.0,1801.0,1.0,0.1,0.0,25.33783783783784,5.303312776765728,131.8522030399698,1.4,0.282843,7.032117
Journal of Pharmacy And Bioallied Sciences,1452,2.0,1.0,0.0,0.0,1452.0,2.0,0.1,0.1,230.11891288754285,228.6177411552998,231.62807546446436,15.8,15.745023,15.952347
Quantitative Imaging in Medicine and Surgery,988,1.0,27.0,0.0,0.0,988.0,1.0,0.1,2.7,156.5822905873914,155.56083213597535,157.60918633532424,15.8,15.745023,15.952347
Arthroscopy Sports Medicine and Rehabilitation,180,0.0,2.0,0.0,0.0,180.0,0.0,0.0,1.1,28.52713796126564,28.341042291979313,28.714224231131944,15.8,15.745023,15.952347
Indian Dermatology Online Journal,252,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,39.9379931457719,39.67745920877104,40.199913923584724,15.8,15.745023,15.952347
Kidney Medicine,180,0.0,2.0,0.0,0.0,180.0,0.0,0.0,1.1,28.52713796126564,28.341042291979313,28.714224231131944,15.8,15.745023,15.952347
Annals of African Medicine,180,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,28.52713796126564,28.341042291979313,28.714224231131944,15.8,15.745023,15.952347
Acta Cirúrgica Brasileira,107,0.0,0.0,42.0,0.0,65.0,0.0,0.0,0.0,10.301466486012593,10.234265272103642,10.369025416797646,9.6,9.564734,9.690678
JSES International,253,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,40.096477245556706,39.83490944372648,40.35943739153546,15.8,15.745023,15.952347
Turkish Journal of Trauma and Emergency Surgery,169,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,26.783812863632743,26.60908970746947,26.95946608367388,15.8,15.745023,15.952347
Saudi Journal of Anaesthesia,171,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,27.10078106320236,26.92399017738035,27.278513019575346,15.8,15.745023,15.952347
Journal of Medicine and Life,171,0.0,1.0,0.0,0.0,171.0,0.0,0.0,0.6,27.10078106320236,26.92399017738035,27.278513019575346,15.8,15.745023,15.952347
Endocrinology Diabetes and Metabolism Case Reports,106,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,16.79931457718977,16.68972490527671,16.909487602777702,15.8,15.745023,15.952347
Endoscopy International Open,261,0.0,2.0,160.0,0.0,101.0,0.0,0.0,0.8,0.0,0.0,2.3681507016533034,0.0,0.0,0.907337
Journal of the Pediatric Orthopaedic Society of North America,106,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,16.79931457718977,16.68972490527671,16.909487602777702,15.8,15.745023,15.952347
Health Services Insights,106,0.0,0.0,23.0,0.0,83.0,0.0,0.0,0.0,13.154180282139157,13.068369501301573,13.240447839910841,12.4,12.32865,12.490989
Chinese Journal of Chromatography,172,0.0,0.0,52.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,8.405881666472167,0.0,0.0,4.887141
International Archives of Otorhinolaryngology,107,0.0,0.0,80.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.2371328791435277,0.0,0.0,1.156199
AJOG Global Reports,169,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,26.783812863632743,26.60908970746947,26.95946608367388,15.8,15.745023,15.952347
Global Pediatric Health,104,0.0,0.0,26.0,0.0,78.0,0.0,0.0,0.0,12.361759783215112,12.28111832652437,12.442830500157175,11.9,11.808768,11.96426
Therapeutic Advances in Gastroenterology,174,0.0,1.0,33.0,0.0,141.0,0.0,0.0,0.6,22.346258069658088,22.20048312871713,22.492808981053358,12.8,12.758898,12.926902
International Medical Case Reports Journal,256,0.0,0.0,98.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,5.959969207082371,0.0,0.0,2.328113
JMA Journal,176,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,27.893201562126407,27.71124135215755,28.076130359329014,15.8,15.745023,15.952347
JSES Reviews Reports and Techniques,108,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,17.116282776759384,17.00462537518759,17.228534538679167,15.8,15.745023,15.952347
Advances in Radiation Oncology,262,0.0,2.0,0.0,0.0,262.0,0.0,0.0,0.8,41.52283414361999,41.25196155832545,41.79514860309205,15.8,15.745023,15.952347
International Journal of Qualitative Studies on Health and Well-Being,177,0.0,1.0,75.0,0.0,102.0,0.0,0.0,0.6,0.0,0.0,4.970005682279405,0.0,0.0,2.807913
Knee Surgery Sports Traumatology Arthroscopy,120,0.0,1.0,60.0,0.0,60.0,0.0,0.0,0.8,9.509045987088548,9.447014097326438,9.571408077043982,7.9,7.872512,7.976173
AME Case Reports,180,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,28.52713796126564,28.341042291979313,28.714224231131944,15.8,15.745023,15.952347
Noise and Health,101,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,16.00689407826572,15.902473730499505,16.111870263024034,15.8,15.745023,15.952347
Indian Journal of Endocrinology and Metabolism,102,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,16.16537817805053,16.059923965454946,16.27139373097477,15.8,15.745023,15.952347
Women s Health,222,0.0,3.0,44.0,0.0,178.0,0.0,0.0,1.4,28.210169761696022,28.026141822068432,28.39517729523048,12.7,12.624388,12.79062
Annals of Indian Academy of Neurology,220,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,34.866501952658005,34.63905169019694,35.095162949161264,15.8,15.745023,15.952347
JHLT Open,199,0.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,31.538335857177017,31.332596756132688,31.745170122195873,15.8,15.745023,15.952347
JPRAS Open,219,0.0,1.0,0.0,0.0,219.0,0.0,0.0,0.5,34.7080178528732,34.4816014552415,34.93563948121053,15.8,15.745023,15.952347
Journal of Indian Association of Pediatric Surgeons,199,0.0,1.0,0.0,0.0,199.0,0.0,0.0,0.5,31.538335857177017,31.332596756132688,31.745170122195873,15.8,15.745023,15.952347
Cardiovascular Diagnosis and Therapy,101,0.0,1.0,0.0,0.0,101.0,0.0,0.0,1.0,16.00689407826572,15.902473730499505,16.111870263024034,15.8,15.745023,15.952347
The Kaohsiung Journal of Medical Sciences,101,0.0,1.0,45.0,0.0,56.0,0.0,0.0,1.0,8.87510958794931,8.817213157504675,8.93331420524105,8.8,8.729914,8.844866
Journal of Nursing Management,218,0.0,2.0,59.0,0.0,159.0,0.0,0.0,0.9,0.0,0.0,9.719905285670638,0.0,0.0,4.458672
Indian Journal of Critical Care Medicine,248,0.0,0.0,1.0,0.0,247.0,0.0,0.0,0.0,39.14557264684785,38.89020803399384,39.40229658383106,15.8,15.681535,15.888023
Accounts of Chemical Research,101,0.0,0.0,16.0,0.0,85.0,0.0,0.0,0.0,13.471148481708775,13.383269971212455,13.559494775812308,13.3,13.250762,13.425242
Bone & Joint Open,216,0.0,0.0,1.0,0.0,215.0,0.0,0.0,0.0,34.07408145373396,33.85180051541974,34.2975456094076,15.8,15.67213,15.878493
Revista Brasileira de Ortopedia,202,0.0,1.0,125.0,0.0,77.0,0.0,0.0,0.5,0.0,0.0,2.29586717333532,0.0,0.0,1.136568
Indian Journal of Dermatology,202,0.0,1.0,0.0,0.0,202.0,0.0,0.0,0.5,32.01378815653144,31.80494746099901,32.22374052604807,15.8,15.745023,15.952347
Journal of Hand Surgery Global Online,212,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,33.59862915437954,33.37944981055342,33.818975205555404,15.8,15.745023,15.952347
Revista Brasileira de Epidemiologia,100,0.0,2.0,39.0,0.0,61.0,0.0,0.0,2.0,9.667530086873356,9.604464332281879,9.730931544994714,9.7,9.604464,9.730932
CASE,100,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,15.848409978480912,15.745023495544064,15.952346795073302,15.8,15.745023,15.952347
BMJ Case Reports,208,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,32.9646927552403,32.749648870731654,33.18088133375247,15.8,15.745023,15.952347
Child s Nervous System,102,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Open Respiratory Archives,102,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,16.16537817805053,16.059923965454946,16.27139373097477,15.8,15.745023,15.952347
World Journal of Gastrointestinal Endoscopy,102,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,16.16537817805053,16.059923965454946,16.27139373097477,15.8,15.745023,15.952347
Trauma Case Reports,194,0.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,30.74591535825297,30.545345581355484,30.947552782442205,15.8,15.745023,15.952347
National Journal of Maxillofacial Surgery,104,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,16.48234637762015,16.374824435365827,16.590440666876233,15.8,15.745023,15.952347
Advances in Interventional Cardiology,104,0.0,1.0,31.0,0.0,73.0,0.0,0.0,1.0,11.569339284291067,11.493867151747166,11.645213160403511,11.1,11.051795,11.19732
European Journal of Radiology Open,104,0.0,5.0,1.0,0.0,103.0,0.0,0.0,4.8,16.32386227783534,16.217374200410386,16.430917198925503,15.7,15.593629,15.798959
Respiratory Medicine Case Reports,246,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,38.987088547063045,38.732757799038396,39.242773115880325,15.8,15.745023,15.952347
JAMA Health Forum,242,0.0,2.0,1.0,0.0,241.0,0.0,0.0,0.8,38.194668048139,37.94550662426119,38.44515577612666,15.8,15.679961,15.886428
Brain and Spine,238,0.0,8.0,0.0,0.0,238.0,0.0,0.0,3.4,37.71921574878457,37.47315591939487,37.96658537227446,15.8,15.745023,15.952347
Heart Rhythm O2,183,0.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,29.00259026062007,28.813392996845636,29.192794634984143,15.8,15.745023,15.952347
Indian Journal of Anaesthesia,237,0.0,0.0,0.0,0.0,237.0,0.0,0.0,0.0,37.56073164899976,37.31570568443943,37.807061904323724,15.8,15.745023,15.952347
JCO Global Oncology,103,0.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,16.32386227783534,16.217374200410386,16.430917198925503,15.8,15.745023,15.952347
Turkish Journal of Thoracic and Cardiovascular Surgery,184,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,29.16107436040488,28.970843231801076,29.352318102934877,15.8,15.745023,15.952347
Journal of the Korean Society of Radiology,103,0.0,0.0,98.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1886066204772902,0.0,0.0,0.183113
Trauma Surgery & Acute Care Open,233,0.0,2.0,0.0,0.0,233.0,0.0,0.0,0.9,36.926795249860525,36.685904744617666,37.168968032520795,15.8,15.745023,15.952347
Gland Surgery,231,0.0,3.0,0.0,0.0,231.0,0.0,0.0,1.3,36.60982705029091,36.371004274706785,36.849921096619326,15.8,15.745023,15.952347
JMIR Medical Education,190,0.0,3.0,19.0,0.0,171.0,0.0,0.0,1.6,27.10078106320236,26.92399017738035,27.278513019575346,14.3,14.170521,14.357112
Kardiologia Polska,190,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Journal of the Society for Cardiovascular Angiography & Interventions,193,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,30.58743125846816,30.387895346400043,30.788029314491475,15.8,15.745023,15.952347
Journal of Patient Experience,194,0.0,0.0,29.0,0.0,165.0,0.0,0.0,0.0,26.149876464493506,25.979288767647706,26.321372211870948,13.5,13.391386,13.567718
Journal of Cardiovascular Magnetic Resonance,168,0.0,7.0,2.0,0.0,166.0,0.0,0.0,4.2,26.308360564278313,26.136739002603147,26.480895679821682,15.7,15.557583,15.762438
Indian Journal of Nephrology,159,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,25.19897186578465,25.03458735791506,25.36423140416655,15.8,15.745023,15.952347
BMJ Open Sport & Exercise Medicine,268,0.0,2.0,0.0,0.0,268.0,0.0,0.0,0.7,42.47373874232885,42.19666296805809,42.75228941079645,15.8,15.745023,15.952347
Journal of Genetic Counseling,114,0.0,2.0,78.0,0.0,36.0,0.0,0.0,1.8,0.0,0.0,1.7766541283837947,0.0,0.0,1.558469
Hematology Transfusion and Cell Therapy,128,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,20.285964772455568,20.1536300742964,20.419003897693827,15.8,15.745023,15.952347
Therapeutic Advances in Neurological Disorders,128,0.0,1.0,37.0,0.0,91.0,0.0,0.0,0.8,14.42205308041763,14.327971380945097,14.516635583516704,11.3,11.193728,11.341122
Archivos de cardiología de México,117,0.0,0.0,1.0,0.0,116.0,0.0,0.0,0.0,18.38415557503786,18.264227254831113,18.50472228228503,15.7,15.610451,15.816002
Indian Journal of Nuclear Medicine,117,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,18.542639674822667,18.421677489786553,18.664245750235764,15.8,15.745023,15.952347
Health Services Research,129,0.0,3.0,62.0,0.0,67.0,0.0,0.0,2.3,10.618434685582212,10.549165742014523,10.688072352699113,8.2,8.177648,8.285327
JAAD Case Reports,634,0.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,100.47891926356898,99.82344896174936,101.13787868076474,15.8,15.745023,15.952347
CytoJournal,130,0.0,2.0,0.0,0.0,130.0,0.0,0.0,1.5,20.602932972025187,20.468530544207283,20.738050833595292,15.8,15.745023,15.952347
Neurospine,130,0.0,1.0,72.0,0.0,58.0,0.0,0.0,0.8,0.0,0.0,2.93787050906099,0.0,0.0,2.2599
Journal of Food Science,130,0.0,0.0,73.0,0.0,57.0,0.0,0.0,0.0,9.03359368773412,8.974663392460116,9.092837673191783,6.9,6.903587,6.994491
BMJ Open Quality,415,0.0,2.0,0.0,0.0,415.0,0.0,0.0,0.5,65.77090141069579,65.34184750650786,66.2022391995542,15.8,15.745023,15.952347
Journal of Nepal Medical Association,132,0.0,0.0,48.0,0.0,84.0,0.0,0.0,0.0,13.312664381923966,13.225819736257014,13.399971307861573,10.1,10.01956,10.151493
The International Journal of Cardiovascular Imaging,132,0.0,4.0,132.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,
Western Journal of Emergency Medicine,115,0.0,1.0,0.0,0.0,115.0,0.0,0.0,0.9,18.225671475253048,18.106777019875672,18.345198814334296,15.8,15.745023,15.952347
Health Policy and Planning,133,0.0,0.0,80.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,2.4284460220224804,0.0,0.0,1.825899
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,135,0.0,2.0,135.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0,,
Journal of Orthopaedic Case Reports,740,0.0,0.0,0.0,0.0,740.0,0.0,0.0,0.0,117.27823384075874,116.51317386702607,118.04736628354243,15.8,15.745023,15.952347
International Journal of Gynecology & Obstetrics,135,0.0,0.0,51.0,0.0,84.0,0.0,0.0,0.0,13.312664381923966,13.225819736257014,13.399971307861573,9.9,9.796904,9.925905
Indian journal of radiology and imaging - new series/Indian journal of radiology and imaging/Indian Journal of Radiology & Imaging,135,0.0,2.0,102.0,0.0,33.0,0.0,0.0,1.5,0.0,0.0,1.2091841406464607,0.0,0.0,0.895692
Qatar medical journal,135,0.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,21.39535347094923,21.255781718984487,21.53566817334896,15.8,15.745023,15.952347
JPGN Reports,136,0.0,0.0,72.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,3.2851034718659142,0.0,0.0,2.415517
Turkish Archives of Pediatrics,137,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,21.71232167051885,21.57068218889537,21.854715109250424,15.8,15.745023,15.952347
Annals of Cardiac Anaesthesia,117,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,18.542639674822667,18.421677489786553,18.664245750235764,15.8,15.745023,15.952347
Indian Journal of Ophthalmology,615,0.0,1.0,0.0,0.0,615.0,0.0,0.0,0.2,97.46772136765762,96.831894497596,98.1069327897008,15.8,15.745023,15.952347
International Journal of Retina and Vitreous,128,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
American Journal of Case Reports,595,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,94.29803937196142,93.68288979848718,94.91646343068615,15.8,15.745023,15.952347
Journal of Neurosurgery Case Lessons,544,0.0,1.0,0.0,0.0,544.0,0.0,0.0,0.2,86.21535028293616,85.65292781575971,86.78076656519876,15.8,15.745023,15.952347
Canadian Medical Education Journal,120,0.0,0.0,53.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.69328393044696,0.0,0.0,3.91107
Aesthetic Plastic Surgery,120,0.0,2.0,120.0,0.0,0.0,0.0,0.0,1.7,0.0,,,0.0,,
Annals of Surgical Treatment and Research,119,0.0,0.0,95.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.9327894327894328,0.0,0.0,0.783857
Pediatric Surgery International,119,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Clinical Practice and Cases in Emergency Medicine,121,0.0,0.0,0.0,0.0,121.0,0.0,0.0,0.0,19.176576073961904,19.051478429608316,19.302339622038694,15.8,15.745023,15.952347
The Laryngoscope,123,0.0,1.0,46.0,0.0,77.0,0.0,0.0,0.8,12.203275683430302,12.123668091568929,12.283307032206443,9.9,9.856641,9.986428
Arthroscopy Techniques,586,0.0,0.0,0.0,0.0,586.0,0.0,0.0,0.0,92.87168247389815,92.26583768388821,93.48075221912956,15.8,15.745023,15.952347
CoDAS,119,0.0,1.0,46.0,0.0,73.0,0.0,0.0,0.8,11.569339284291067,11.493867151747166,11.645213160403511,9.7,9.658712,9.785893
Aesthetic Surgery Journal Open Forum,124,0.0,0.0,67.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,3.0909973800704664,0.0,0.0,2.49274
Case Reports in Dentistry,126,0.0,0.0,27.0,0.0,99.0,0.0,0.0,0.0,15.689925878696103,15.587573260588623,15.79282332712257,12.5,12.37109,12.533987
Surgical Neurology International,598,0.0,2.0,0.0,0.0,598.0,0.0,0.0,0.3,94.77349167131585,94.1552405033535,95.39503383453835,15.8,15.745023,15.952347
Brazilian Journal of Cardiovascular Surgery,124,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,19.65202837331633,19.52382913447464,19.780910025890893,15.8,15.745023,15.952347
Environmental Health Insights,125,0.0,0.0,32.0,0.0,93.0,0.0,0.0,0.0,14.739021279987249,14.642871850855979,14.835682519418171,11.8,11.714297,11.868546
Interventional Pain Medicine,118,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,18.701123774607478,18.579127724741994,18.823769218186495,15.8,15.745023,15.952347
ACG Case Reports Journal,456,0.0,0.0,1.0,0.0,455.0,0.0,0.0,0.0,72.11026540208815,71.63985690472549,72.58317791758353,15.8,15.710495,15.917364
Journal of Migration and Health,118,0.0,1.0,0.0,0.0,118.0,0.0,0.0,0.8,18.701123774607478,18.579127724741994,18.823769218186495,15.8,15.745023,15.952347
Case Reports in Women s Health,118,0.0,0.0,1.0,0.0,117.0,0.0,0.0,0.0,18.542639674822667,18.421677489786553,18.664245750235764,15.7,15.611591,15.817157
ACS Biomaterials Science & Engineering,125,0.0,3.0,12.0,0.0,113.0,0.0,0.0,2.4,17.908703275683433,17.79187654996479,18.02615187843283,14.3,14.233501,14.420922
Lasers in Medical Science,126,0.0,1.0,126.0,0.0,0.0,0.0,0.0,0.8,0.0,,,0.0,,
Arthroplasty Today,361,0.0,2.0,0.0,0.0,361.0,0.0,0.0,0.6,57.2127600223161,56.83953481891407,57.58797193021462,15.8,15.745023,15.952347
Video Journal of Sports Medicine,114,0.0,0.0,37.0,0.0,77.0,0.0,0.0,0.0,12.203275683430302,12.123668091568929,12.283307032206443,10.7,10.634797,10.774831
Asian Journal of Neurosurgery,167,0.0,0.0,116.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,1.648594431579514,0.0,0.0,0.987182
Future Healthcare Journal,114,0.0,1.0,0.0,0.0,114.0,0.0,0.0,0.9,18.06718737546824,17.94932678492023,18.185675346383565,15.8,15.745023,15.952347
Health SA Gesondheid,157,0.0,1.0,0.0,0.0,157.0,0.0,0.0,0.6,24.88200366621503,24.71968688800418,25.045184468265084,15.8,15.745023,15.952347
Gynecologic Oncology Reports,287,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,45.48493663824022,45.18821743221147,45.78323530186038,15.8,15.745023,15.952347
Medical Journal of the Islamic Republic of Iran,157,0.0,1.0,0.0,0.0,157.0,0.0,0.0,0.6,24.88200366621503,24.71968688800418,25.045184468265084,15.8,15.745023,15.952347
Lupus Science & Medicine,158,0.0,2.0,0.0,0.0,158.0,0.0,0.0,1.3,25.040487765999842,24.87713712295962,25.20470793621582,15.8,15.745023,15.952347
BJUI Compass,158,0.0,0.0,72.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.356152823780088,0.0,0.0,2.757059
Journal of Advanced Nursing,159,0.0,0.0,64.0,0.0,95.0,0.0,0.0,0.0,15.055989479556867,14.95777232076686,15.154729455319638,9.5,9.407404,9.531276
Case Reports in Gastroenterology,110,0.0,0.0,1.0,0.0,109.0,0.0,0.0,0.0,17.274766876544195,17.16207561014303,17.3880580066299,15.7,15.601887,15.807325
Oman Journal of Ophthalmology,110,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,17.433250976329003,17.31952584509847,17.547581474580632,15.8,15.745023,15.952347
Journal of the Belgian Society of Radiology,120,0.0,0.0,2.0,0.0,118.0,0.0,0.0,0.0,18.701123774607478,18.579127724741994,18.823769218186495,15.6,15.482606,15.686474
Oncology Research Featuring Preclinical and Clinical Cancer Therapeutics,160,0.0,3.0,0.0,0.0,160.0,0.0,0.0,1.9,25.35745596556946,25.192037592870502,25.523754872117284,15.8,15.745023,15.952347
Regenerative Biomaterials,161,0.0,1.0,103.0,0.0,58.0,0.0,0.0,0.6,0.0,0.0,2.0854498622259494,0.0,0.0,1.29531
Annals of Thoracic Surgery Short Reports,277,0.0,1.0,0.0,0.0,277.0,0.0,0.0,0.4,43.90009564039213,43.61371508265706,44.188000622353044,15.8,15.745023,15.952347
Surgery Open Science,161,0.0,1.0,0.0,0.0,161.0,0.0,0.0,0.6,25.51594006535427,25.349487827825943,25.683278340068018,15.8,15.745023,15.952347
Belitung Nursing Journal,109,0.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,17.274766876544195,17.16207561014303,17.3880580066299,15.8,15.745023,15.952347
European Journal of Orthopaedic Surgery & Traumatology,109,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,
