journal,n_corpus,n_xml,n_pdf_now,h2h_now,h2h_projected,crossed_50,still_short_50
BMJ Paediatrics Open,356,356.0,0.0,0.0,0.0,False,True
Tropical Medicine and Infectious Disease,355,355.0,87.0,87.0,191.0,False,False
Annals of Clinical and Translational Neurology,354,352.0,39.0,37.0,185.0,True,False
Molecular Biology and Evolution,354,354.0,1.0,1.0,205.0,True,False
International Journal for Equity in Health,353,353.0,251.0,251.0,353.0,False,False
Journal of Functional Morphology and Kinesiology,353,353.0,66.0,66.0,200.0,False,False
Life Science Alliance,352,352.0,0.0,0.0,0.0,False,True
Research and Practice in Thrombosis and Haemostasis,352,352.0,1.0,1.0,1.0,False,True
Haematologica,352,341.0,148.0,137.0,160.0,False,False
G3 Genes Genomes Genetics,352,352.0,0.0,0.0,223.0,True,False
Archives of Public Health,352,352.0,247.0,247.0,352.0,False,False
The Oncologist,352,351.0,2.0,1.0,189.0,True,False
Journal of Cachexia Sarcopenia and Muscle,351,351.0,33.0,33.0,196.0,True,False
International Journal of Women s Health,351,351.0,89.0,89.0,150.0,False,False
JCEM Case Reports,350,347.0,3.0,0.0,174.0,True,False
BMC Medical Genomics,350,350.0,287.0,287.0,350.0,False,False
Nature Medicine,349,290.0,270.0,211.0,284.0,False,False
Plant Biotechnology Journal,349,343.0,39.0,33.0,155.0,True,False
Toxicology Reports,348,348.0,0.0,0.0,0.0,False,True
RMD Open,348,348.0,0.0,0.0,0.0,False,True
Resuscitation Plus,347,347.0,0.0,0.0,0.0,False,True
Acta Crystallographica Section E Crystallographic Communications,347,347.0,0.0,0.0,0.0,False,True
Frontiers in Sociology,347,347.0,135.0,135.0,213.0,False,False
Journal of Dental Sciences,346,346.0,0.0,0.0,0.0,False,True
BMC Urology,346,346.0,265.0,265.0,346.0,False,False
Psychological Medicine,342,269.0,194.0,121.0,153.0,False,False
International Journal of Clinical Pediatric Dentistry,342,342.0,1.0,1.0,1.0,False,True
Skin Research and Technology,342,342.0,36.0,36.0,171.0,True,False
Immunity Inflammation and Disease,341,341.0,34.0,34.0,129.0,True,False
The ISME Journal,341,341.0,1.0,1.0,245.0,True,False
Aging Clinical and Experimental Research,341,341.0,226.0,226.0,341.0,False,False
Frontiers in Digital Health,341,341.0,122.0,122.0,213.0,False,False
Nanoscale,340,79.0,302.0,41.0,45.0,False,True
npj Vaccines,339,339.0,254.0,254.0,339.0,False,False
PLOS Digital Health,339,339.0,117.0,117.0,132.0,False,False
BMC Sports Science Medicine and Rehabilitation,337,337.0,238.0,238.0,337.0,False,False
Research,337,337.0,0.0,0.0,44.0,False,True
Dalton Transactions,336,48.0,316.0,28.0,31.0,False,True
Journal of Vascular Surgery Cases and Innovative Techniques,335,335.0,0.0,0.0,0.0,False,True
Genome Biology and Evolution,333,332.0,2.0,1.0,198.0,True,False
IDCases,333,333.0,0.0,0.0,0.0,False,True
The Journal of Physical Chemistry A,332,329.0,3.0,0.0,21.0,False,True
Eurosurveillance,331,331.0,0.0,0.0,0.0,False,True
Reviews in Cardiovascular Medicine,329,328.0,160.0,159.0,216.0,False,False
International Journal of COPD,329,329.0,66.0,66.0,119.0,False,False
Patient Preference and Adherence,329,329.0,84.0,84.0,134.0,False,False
Acta Pharmaceutica Sinica B,328,328.0,0.0,0.0,0.0,False,True
Annals of Hematology,328,307.0,215.0,194.0,307.0,False,False
Nursing Open,325,325.0,21.0,21.0,127.0,True,False
Frontiers in Cellular Neuroscience,325,325.0,175.0,175.0,217.0,False,False
European journal of psychotraumatology,324,324.0,0.0,0.0,138.0,True,False
Arthritis Research & Therapy,324,324.0,242.0,242.0,324.0,False,False
Cancer Reports,324,324.0,31.0,31.0,149.0,True,False
Journal of Experimental Orthopaedics,323,323.0,20.0,20.0,123.0,True,False
Antimicrobial Agents and Chemotherapy,323,323.0,0.0,0.0,4.0,False,True
Pediatric Research,321,201.0,320.0,200.0,201.0,False,False
International Dental Journal,320,320.0,0.0,0.0,0.0,False,True
Acta Neurochirurgica,320,308.0,225.0,213.0,308.0,False,False
Journal of Ovarian Research,316,316.0,236.0,236.0,316.0,False,False
Frontiers in Robotics and AI,313,312.0,116.0,115.0,171.0,False,False
Cancer Research Communications,313,313.0,3.0,3.0,3.0,False,True
Journal of Korean Medical Science,313,313.0,229.0,229.0,305.0,False,False
eJHaem,311,311.0,33.0,33.0,177.0,True,False
Interdisciplinary CardioVascular and Thoracic Surgery,311,311.0,0.0,0.0,222.0,True,False
Protein Science,310,305.0,31.0,26.0,184.0,True,False
Bioinformatics Advances,310,310.0,0.0,0.0,183.0,True,False
European Archives of Oto-Rhino-Laryngology,309,275.0,276.0,242.0,275.0,False,False
The Lancet Regional Health - Western Pacific,309,309.0,0.0,0.0,0.0,False,True
Surgical Endoscopy,308,290.0,251.0,233.0,289.0,False,False
Soft Matter,308,78.0,268.0,38.0,45.0,False,True
Environmental Health Perspectives,306,306.0,9.0,9.0,9.0,False,True
PhytoKeys,305,305.0,62.0,62.0,65.0,False,False
The Journal of Organic Chemistry,304,304.0,0.0,0.0,35.0,False,True
Antimicrobial Stewardship & Healthcare Epidemiology,304,304.0,93.0,93.0,121.0,False,False
Journal of Microbiology and Biotechnology,304,304.0,0.0,0.0,0.0,False,True
Molecular Psychiatry,303,249.0,289.0,235.0,249.0,False,False
ACS Central Science,303,303.0,0.0,0.0,31.0,False,True
EP Europace,303,303.0,0.0,0.0,203.0,True,False
Beilstein Journal of Organic Chemistry,303,303.0,90.0,90.0,105.0,False,False
Microsystems & Nanoengineering,302,302.0,225.0,225.0,302.0,False,False
JMIR Human Factors,299,299.0,27.0,27.0,29.0,False,True
Journal of Agricultural and Food Chemistry,298,298.0,0.0,0.0,25.0,False,True
Public Health Nutrition,298,290.0,164.0,156.0,183.0,False,False
SAGE Open Medicine,297,297.0,0.0,0.0,94.0,True,False
Journal of Medicinal Chemistry,296,296.0,0.0,0.0,33.0,False,True
Translational Andrology and Urology,296,296.0,0.0,0.0,0.0,False,True
Analytical and Bioanalytical Chemistry,294,248.0,247.0,201.0,248.0,False,False
Journal of NeuroEngineering and Rehabilitation,294,294.0,212.0,212.0,294.0,False,False
BMC Emergency Medicine,294,294.0,232.0,232.0,294.0,False,False
World Journal of Psychiatry,291,291.0,0.0,0.0,0.0,False,True
SAGE Open Nursing,291,291.0,0.0,0.0,61.0,True,False
Clinical and Experimental Medicine,290,290.0,203.0,203.0,290.0,False,False
Acta Neuropathologica Communications,290,290.0,199.0,199.0,290.0,False,False
JTCVS Techniques,289,289.0,0.0,0.0,0.0,False,True
Journal of Conservative Dentistry and Endodontics,289,289.0,0.0,0.0,0.0,False,True
Journal of the American College of Emergency Physicians Open,289,289.0,35.0,35.0,107.0,True,False
European Radiology,288,252.0,285.0,249.0,251.0,False,False
Gynecologic Oncology Reports,287,287.0,0.0,0.0,0.0,False,True
Open Medicine,287,287.0,99.0,99.0,99.0,False,False
Ophthalmology Science,287,287.0,1.0,1.0,82.0,True,False
Journal of Primary Care & Community Health,286,286.0,0.0,0.0,65.0,True,False
BJPsych Open,285,282.0,131.0,128.0,162.0,False,False
MMWR Morbidity and Mortality Weekly Report,285,285.0,0.0,0.0,0.0,False,True
Organic Letters,285,285.0,0.0,0.0,25.0,False,True
Advances in Therapy,284,282.0,220.0,218.0,281.0,False,False
The Journal of Physical Chemistry C,281,281.0,0.0,0.0,30.0,False,True
The Journal of Headache and Pain,281,281.0,207.0,207.0,281.0,False,False
Breast Cancer Research,281,280.0,198.0,197.0,280.0,False,False
Harm Reduction Journal,280,280.0,204.0,204.0,280.0,False,False
Advanced Healthcare Materials,279,248.0,43.0,12.0,94.0,True,False
One Health,278,278.0,0.0,0.0,0.0,False,True
International Journal of Emergency Medicine,277,277.0,205.0,205.0,277.0,False,False
INQUIRY The Journal of Health Care Organization Provision and Financing,277,277.0,0.0,0.0,71.0,True,False
Annals of Thoracic Surgery Short Reports,277,277.0,0.0,0.0,0.0,False,True
Hepatology Communications,276,276.0,3.0,3.0,4.0,False,True
Small Science,276,276.0,4.0,4.0,117.0,True,False
HeartRhythm Case Reports,276,276.0,0.0,0.0,0.0,False,True
Clinics,276,276.0,0.0,0.0,0.0,False,True
Oxford Medical Case Reports,275,275.0,0.0,0.0,116.0,True,False
Iranian Journal of Public Health,275,275.0,0.0,0.0,0.0,False,True
International Journal of Public Health,274,274.0,0.0,0.0,0.0,False,True
British Journal of Cancer,274,210.0,247.0,183.0,209.0,False,False
Archives of Gynecology and Obstetrics,274,248.0,224.0,198.0,247.0,False,False
JMIR Medical Informatics,272,271.0,35.0,34.0,37.0,False,True
Journal of Veterinary Medical Science,272,265.0,21.0,14.0,27.0,False,True
JTCVS Open,272,272.0,0.0,0.0,0.0,False,True
China CDC Weekly,272,272.0,0.0,0.0,0.0,False,True
World Journal of Diabetes,272,272.0,0.0,0.0,0.0,False,True
Langenbeck s Archives of Surgery,269,266.0,171.0,168.0,266.0,False,False
Journal of General Internal Medicine,268,114.0,265.0,111.0,114.0,False,False
BMJ Open Sport & Exercise Medicine,268,268.0,0.0,0.0,0.0,False,True
Dermatology and Therapy,267,264.0,201.0,198.0,264.0,False,False
Case Reports in Oncology,267,267.0,0.0,0.0,0.0,False,True
The FASEB Journal,266,238.0,36.0,8.0,128.0,True,False
Open Life Sciences,266,266.0,86.0,86.0,86.0,False,False
Neuropsychiatric Disease and Treatment,266,266.0,59.0,59.0,104.0,False,False
Reproductive Health,266,264.0,194.0,192.0,264.0,False,False
Veterinary Research,265,265.0,186.0,186.0,265.0,False,False
ChemSusChem,265,241.0,44.0,20.0,96.0,True,False
Cadernos de Saúde Pública,264,262.0,76.0,74.0,108.0,False,False
Frontiers in Bioscience-Landmark,263,3.0,261.0,1.0,1.0,False,True
Journal of Eating Disorders,263,261.0,198.0,196.0,261.0,False,False
Kidney360,262,262.0,0.0,0.0,0.0,False,True
Advances in Radiation Oncology,262,262.0,0.0,0.0,0.0,False,True
IJC Heart & Vasculature,262,262.0,0.0,0.0,0.0,False,True
The Journal of Cell Biology,261,261.0,1.0,1.0,1.0,False,True
Journal of the Endocrine Society,261,259.0,2.0,0.0,158.0,True,False
Acta Obstetricia Et Gynecologica Scandinavica,261,259.0,27.0,25.0,148.0,True,False
Endoscopy International Open,261,261.0,93.0,93.0,160.0,False,False
Nature and Science of Sleep,260,260.0,78.0,78.0,106.0,False,False
European Journal of Investigation in Health Psychology and Education,260,260.0,66.0,66.0,155.0,False,False
Molecular Therapy — Methods & Clinical Development,260,260.0,1.0,1.0,37.0,False,True
Therapeutic Advances in Medical Oncology,259,259.0,0.0,0.0,61.0,True,False
Journal of Biomedical Optics,259,259.0,0.0,0.0,0.0,False,True
Journal of Gastrointestinal Oncology,259,259.0,1.0,1.0,1.0,False,True
Radiation Oncology,258,258.0,191.0,191.0,258.0,False,False
Journal of Clinical and Translational Science,258,258.0,98.0,98.0,148.0,False,False
Frontiers in Global Women s Health,258,258.0,107.0,107.0,166.0,False,False
Journal of Lipid Research,257,257.0,1.0,1.0,1.0,False,True
Journal of Arrhythmia,256,256.0,21.0,21.0,152.0,True,False
Laryngoscope Investigative Otolaryngology,256,256.0,26.0,26.0,142.0,True,False
International Medical Case Reports Journal,256,256.0,68.0,68.0,98.0,False,False
Molecular Metabolism,255,255.0,2.0,2.0,2.0,False,True
Plant Methods,255,255.0,180.0,180.0,255.0,False,False
ISME Communications,254,254.0,0.0,0.0,172.0,True,False
Translational Pediatrics,254,254.0,0.0,0.0,0.0,False,True
American Journal of Tropical Medicine and Hygiene,253,251.0,5.0,3.0,3.0,False,True
Indian Journal of Psychiatry,253,253.0,0.0,0.0,0.0,False,True
JSES International,253,253.0,0.0,0.0,0.0,False,True
ACS Catalysis,253,253.0,0.0,0.0,29.0,False,True
Health Affairs Scholar,252,252.0,1.0,1.0,149.0,True,False
Indian Dermatology Online Journal,252,252.0,0.0,0.0,0.0,False,True
Cancer Control,252,252.0,0.0,0.0,45.0,False,True
Molecular Medicine Reports,251,240.0,135.0,124.0,192.0,False,False
Frontiers in Molecular Neuroscience,250,250.0,135.0,135.0,159.0,False,False
Journal of Allergy and Clinical Immunology Global,249,249.0,2.0,2.0,2.0,False,True
Behavior Research Methods,249,233.0,184.0,168.0,233.0,False,False
World Journal of Urology,248,246.0,184.0,182.0,246.0,False,False
Indian Journal of Community Medicine,248,248.0,0.0,0.0,0.0,False,True
NAR Genomics and Bioinformatics,248,247.0,1.0,0.0,110.0,True,False
Indian Journal of Critical Care Medicine,248,248.0,1.0,1.0,1.0,False,True
International Journal of Colorectal Disease,247,244.0,173.0,170.0,244.0,False,False
Animal Bioscience,247,244.0,110.0,107.0,110.0,False,False
Journal of Hepatocellular Carcinoma,247,247.0,71.0,71.0,103.0,False,False
Clinical Epigenetics,246,246.0,180.0,180.0,246.0,False,False
Respiratory Medicine Case Reports,246,246.0,0.0,0.0,0.0,False,True
Tobacco Induced Diseases,245,245.0,0.0,0.0,0.0,False,True
BMC Nutrition,244,244.0,179.0,179.0,244.0,False,False
Journal of Vision,244,244.0,1.0,1.0,1.0,False,True
JAMA Health Forum,242,242.0,1.0,1.0,1.0,False,True
MycoKeys,242,242.0,53.0,53.0,60.0,False,False
Journal of Diabetes Investigation,242,241.0,21.0,20.0,127.0,True,False
Archives of Orthopaedic and Trauma Surgery,240,232.0,178.0,170.0,232.0,False,False
Philosophical Transactions of the Royal Society B Biological Sciences,240,240.0,0.0,0.0,0.0,False,True
The Journal of Infectious Diseases,240,227.0,14.0,1.0,159.0,True,False
JHEP Reports,240,240.0,0.0,0.0,0.0,False,True
Brain and Spine,238,238.0,0.0,0.0,0.0,False,True
Journal of Clinical Hypertension,238,238.0,14.0,14.0,85.0,True,False
Ophthalmology and Therapy,237,237.0,190.0,190.0,237.0,False,False
Environmental Monitoring and Assessment,237,218.0,183.0,164.0,218.0,False,False
Molecular Cancer,237,237.0,176.0,176.0,237.0,False,False
Indian Journal of Anaesthesia,237,237.0,0.0,0.0,0.0,False,True
Microbial Biotechnology,236,236.0,20.0,20.0,136.0,True,False
Revista Brasileira de Enfermagem,236,236.0,60.0,60.0,68.0,False,False
Journal of Medical Education and Curricular Development,235,235.0,0.0,0.0,56.0,True,False
Breast Cancer Research and Treatment,234,220.0,189.0,175.0,220.0,False,False
IJID Regions,234,234.0,0.0,0.0,0.0,False,True
Transboundary and Emerging Diseases,234,233.0,2.0,1.0,37.0,False,True
Clinics and Practice,234,234.0,46.0,46.0,128.0,True,False
Journal of Synchrotron Radiation,233,233.0,0.0,0.0,0.0,False,True
Trauma Surgery & Acute Care Open,233,233.0,0.0,0.0,0.0,False,True
Leukemia,233,209.0,199.0,175.0,208.0,False,False
Clinical Interventions in Aging,233,233.0,59.0,59.0,83.0,False,False
Regenerative Therapy,233,233.0,0.0,0.0,0.0,False,True
JAC-Antimicrobial Resistance,232,232.0,0.0,0.0,103.0,True,False
European Journal of Nuclear Medicine and Molecular Imaging,232,191.0,209.0,168.0,191.0,False,False
Discover Nano,232,232.0,189.0,189.0,232.0,False,False
Journal of Animal Science and Biotechnology/Journal of animal science and biotechnology,232,231.0,165.0,164.0,231.0,False,False
Brain Behavior & Immunity - Health,231,231.0,0.0,0.0,0.0,False,True
Plant Communications,231,231.0,0.0,0.0,7.0,False,True
Gland Surgery,231,231.0,0.0,0.0,0.0,False,True
Physics and Imaging in Radiation Oncology,230,230.0,0.0,0.0,0.0,False,True
ecancermedicalscience,229,229.0,0.0,0.0,0.0,False,True
Clinical and Experimental Dental Research,229,229.0,11.0,11.0,91.0,True,False
Journal of Clinical and Experimental Dentistry,228,228.0,1.0,1.0,1.0,False,True
NeuroImage Clinical,228,228.0,0.0,0.0,0.0,False,True
JBMR Plus,227,226.0,1.0,0.0,161.0,True,False
Pilot and Feasibility Studies,227,227.0,165.0,165.0,227.0,False,False
Nature Genetics,227,184.0,165.0,122.0,184.0,False,False
The Journal of Clinical Endocrinology & Metabolism,227,215.0,12.0,0.0,126.0,True,False
Eye,227,171.0,205.0,149.0,171.0,False,False
Narra J,227,227.0,33.0,33.0,58.0,True,False
Neurology,226,224.0,5.0,3.0,3.0,False,True
Neuro-Oncology Advances,225,224.0,1.0,0.0,131.0,True,False
Cancer Imaging,225,225.0,164.0,164.0,225.0,False,False
DEN Open,225,224.0,21.0,20.0,130.0,True,False
In Vivo,225,225.0,0.0,0.0,0.0,False,True
npj Biofilms and Microbiomes,225,225.0,150.0,150.0,225.0,False,False
Epilepsia Open,225,224.0,21.0,20.0,117.0,True,False
JGH Open,224,224.0,16.0,16.0,101.0,True,False
BJS Open,224,224.0,0.0,0.0,125.0,True,False
Journal of Cheminformatics,223,223.0,156.0,156.0,223.0,False,False
Alzheimer s & Dementia Diagnosis Assessment & Disease Monitoring,223,223.0,27.0,27.0,112.0,True,False
Microbial Genomics,223,223.0,1.0,1.0,1.0,False,True
Biomedical Reports,223,217.0,115.0,109.0,145.0,False,False
Transplantation Direct,222,222.0,0.0,0.0,0.0,False,True
Women s Health,222,222.0,0.0,0.0,45.0,False,True
AMB Express,222,222.0,151.0,151.0,222.0,False,False
Open Research Europe,222,222.0,166.0,166.0,222.0,False,False
BMJ,222,222.0,0.0,0.0,0.0,False,True
Molecular Biology of the Cell,221,221.0,1.0,1.0,1.0,False,True
Chinese Medicine,221,221.0,167.0,167.0,221.0,False,False
Evolutionary Applications,220,220.0,16.0,16.0,96.0,True,False
Annals of Indian Academy of Neurology,220,220.0,0.0,0.0,0.0,False,True
Open Heart,220,220.0,0.0,0.0,0.0,False,True
JPRAS Open,219,219.0,0.0,0.0,0.0,False,True
Contemporary Clinical Trials Communications,219,219.0,0.0,0.0,0.0,False,True
New Phytologist,219,182.0,37.0,0.0,66.0,True,False
British Journal Of Nutrition,219,112.0,185.0,78.0,84.0,False,False
Experimental & Molecular Medicine,219,218.0,162.0,161.0,218.0,False,False
Technology in Cancer Research & Treatment,218,218.0,0.0,0.0,59.0,True,False
Nutrition Journal,218,218.0,156.0,156.0,218.0,False,False
Clinical and Translational Radiation Oncology,218,218.0,0.0,0.0,0.0,False,True
Future Oncology,218,218.0,0.0,0.0,40.0,False,True
JAAOS Global Research and Reviews,218,218.0,0.0,0.0,0.0,False,True
Journal of Nursing Management,218,218.0,5.0,5.0,59.0,True,False
Genome Research,217,217.0,2.0,2.0,2.0,False,True
Translational Animal Science,217,217.0,0.0,0.0,140.0,True,False
Bone & Joint Open,216,216.0,0.0,0.0,1.0,False,True
Frontiers in Oral Health,216,216.0,82.0,82.0,127.0,False,False
Advances in Medical Education and Practice,215,215.0,71.0,71.0,113.0,False,False
Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,215,204.0,11.0,0.0,0.0,False,True
SSM - Population Health,215,215.0,0.0,0.0,0.0,False,True
European Journal of Public Health,214,214.0,0.0,0.0,127.0,True,False
BMJ Open Respiratory Research,214,214.0,0.0,0.0,0.0,False,True
Clinical Cancer Research,214,212.0,4.0,2.0,2.0,False,True
Access Microbiology,214,214.0,0.0,0.0,0.0,False,True
Journal of Autism and Developmental Disorders,213,68.0,213.0,68.0,68.0,False,False
Pharmacy,213,213.0,36.0,36.0,120.0,True,False
Development,212,212.0,2.0,2.0,2.0,False,True
Nature Methods,212,154.0,165.0,107.0,154.0,False,False
Journal of Hand Surgery Global Online,212,212.0,0.0,0.0,0.0,False,True
Obesity Surgery,211,188.0,162.0,139.0,188.0,False,False
European Journal of Sport Science,211,211.0,20.0,20.0,117.0,True,False
Virus Research,210,210.0,1.0,1.0,1.0,False,True
Molecular Genetics & Genomic Medicine,210,210.0,18.0,18.0,98.0,True,False
CPT Pharmacometrics & Systems Pharmacology,209,208.0,22.0,21.0,104.0,True,False
AIDS and Behavior,209,137.0,189.0,117.0,137.0,False,False
Epidemiology and Infection,209,208.0,103.0,102.0,115.0,False,False
TURKISH JOURNAL OF MEDICAL SCIENCES,209,209.0,0.0,0.0,0.0,False,True
Health Research Policy and Systems,209,209.0,162.0,162.0,209.0,False,False
Diabetologia,208,181.0,175.0,148.0,181.0,False,False
BMJ Case Reports,208,208.0,0.0,0.0,0.0,False,True
Genome Medicine,207,207.0,157.0,157.0,207.0,False,False
Molecular & Cellular Proteomics,207,207.0,0.0,0.0,0.0,False,True
Medical Physics,206,171.0,42.0,7.0,54.0,True,False
International Journal of Sports Physical Therapy,206,206.0,0.0,0.0,0.0,False,True
Genes & Diseases,205,205.0,0.0,0.0,0.0,False,True
HemaSphere,205,205.0,23.0,23.0,101.0,True,False
Journal of Proteome Research,205,204.0,2.0,1.0,17.0,False,True
Diagnostic Pathology,204,204.0,157.0,157.0,204.0,False,False
The Plant Cell,204,204.0,0.0,0.0,139.0,True,False
Journal of Oral Biology and Craniofacial Research,204,204.0,0.0,0.0,0.0,False,True
European Journal of Trauma and Emergency Surgery,204,200.0,152.0,148.0,200.0,False,False
PLoS Medicine,203,203.0,102.0,102.0,203.0,False,False
Microbial Ecology,202,198.0,144.0,140.0,198.0,False,False
Infectious Diseases and Therapy,202,200.0,165.0,163.0,200.0,False,False
Acta Oncologica,202,200.0,131.0,129.0,196.0,False,False
Indian Journal of Otolaryngology and Head & Neck Surgery,202,37.0,191.0,26.0,37.0,False,True
