funder_name,country,total_articles,open_data_articles,open_code_articles,open_data_pct,open_code_pct,funder_type,funder_id,is_alias_group,pdf_covered,xml_only,aggregated_works_count,corrected_od,corrected_pct,ci_lo_pct,ci_hi_pct
Fonds Québécois de la Recherche sur la Nature et les Technologies,Canada,550,59,20,10.7,3.6,,F4320321747,False,6,544,7087,59.0,10.7,10.7,10.7
Research Foundation for Opto-Science and Technology,Japan,140,15,7,10.7,5.0,,F4320327424,False,8,132,615,15.0,10.7,10.7,10.7
National Major Science and Technology Projects of China,China,1215,130,36,10.7,3.0,,F4320335960,False,29,1186,9743,130.0,10.7,10.7,10.7
Wageningen University Fund,Netherlands,159,17,6,10.7,3.8,,F4320338079,False,3,156,350,17.0,10.7,10.7,10.7
Astex Pharmaceuticals,USA,168,18,7,10.7,4.2,,F4320314605,False,13,155,822,18.0,10.7,10.7,10.7
University of Hull,UK,242,26,9,10.7,3.7,,F4320311314,False,15,227,2402,26.0,10.7,10.7,10.7
Emory University,USA,3131,335,153,10.7,4.9,,F4320309381,False,145,2986,13761,335.0,10.7,10.7,10.7
"College of Medicine, University of Cincinnati",USA,131,14,3,10.7,2.3,,F4320333636,False,4,127,629,14.0,10.7,10.7,10.7
Tampereen Tuberkuloosisäätiö,Finland,373,40,12,10.7,3.2,,F4320324052,False,18,355,1042,40.0,10.7,10.7,10.7
Natural Science Foundation of Heilongjiang Province,China,2229,239,46,10.7,2.1,,F4320323085,False,153,2076,21425,239.0,10.7,10.7,10.7
Major Basic Research Project of the Natural Science Foundation of the Jiangsu Higher Education Institutions,China,121,13,3,10.7,2.5,,F4320327891,False,6,115,1688,13.0,10.7,10.7,10.7
"University of Tennessee, Knoxville",USA,214,23,17,10.7,7.9,,F4320315068,False,4,210,1065,23.0,10.7,10.7,10.7
National Natural Science Foundation of China-Guangdong Joint Fund,China,605,65,17,10.7,2.8,,F4320336213,False,21,584,2606,65.0,10.7,10.7,10.7
Liuzhou Science and Technology Project,China,270,29,8,10.7,3.0,,F4320329856,False,42,228,156,29.0,10.7,10.7,10.7
Lee Foundation,Singapore,122,13,3,10.7,2.5,,F4320309776,False,1,121,692,13.0,10.7,10.7,10.7
Memorial University of Newfoundland,Canada,272,29,8,10.7,2.9,,F4320323319,False,11,261,3616,29.0,10.7,10.7,10.7
Stichting Kinderen Kankervrij,Netherlands,309,33,15,10.7,4.9,,F4320323705,False,9,300,1034,33.0,10.7,10.7,10.7
Australian Government,Australia,9386,1006,503,10.7,5.4,,F4320315885,False,425,8961,75188,1006.0,10.7,10.7,10.7
Northumbria University,UK,272,29,13,10.7,4.8,,F4320311737,False,16,256,1923,29.0,10.7,10.7,10.7
Christian-Albrechts-Universität zu Kiel,Germany,253,27,8,10.7,3.2,,F4320321553,False,37,216,916,27.0,10.7,10.7,10.7
Université Pierre et Marie Curie,France,252,27,8,10.7,3.2,,F4320323400,False,1,251,2153,27.0,10.7,10.7,10.7
Rheinische Friedrich-Wilhelms-Universität Bonn,Germany,1441,154,75,10.7,5.2,,F4320324900,False,168,1273,9383,154.0,10.7,10.7,10.7
Elitenetzwerk Bayern,Germany,214,23,8,10.7,3.7,,F4320335337,False,11,203,1444,23.0,10.7,10.7,10.7
National Research Centre,EG,1801,192,10,10.7,0.6,,F4320310077,False,280,1521,9462,192.0,10.7,10.7,10.7
American Brain Tumor Association,USA,121,13,5,10.7,4.1,,F4320306596,False,5,116,581,13.0,10.7,10.7,10.7
Food Standards Agency,UK,187,20,6,10.7,3.2,,F4320320058,False,2,185,1378,20.0,10.7,10.7,10.7
"National Supercomputer Centre, Linköpings Universitet",Sweden,121,13,8,10.7,6.6,,F4320336380,False,8,113,1319,13.0,10.7,10.7,10.7
Tokyo Metropolitan University,Japan,168,18,5,10.7,3.0,,F4320326286,False,17,151,1984,18.0,10.7,10.7,10.7
Shanxi Provincial Key Research and Development Project,China,692,74,11,10.7,1.6,,F4320336035,False,76,616,4597,74.0,10.7,10.7,10.7
Foundation for Promotion of Cancer Research,Japan,168,18,1,10.7,0.6,,F4320323572,False,3,165,1339,18.0,10.7,10.7,10.7
NYU Grossman School of Medicine,USA,122,13,9,10.7,7.4,,F4320333910,False,14,108,338,13.0,10.7,10.7,10.7
Kungliga Tekniska Högskolan,Sweden,581,62,43,10.7,7.4,,F4320322509,False,63,518,6057,62.0,10.7,10.7,10.7
Henan Province Science and Technology Innovation Talent Program,China,208,22,4,10.6,1.9,,F4320329889,False,28,180,638,22.0,10.6,10.6,10.6
Danish Agency for Science and Higher Education,Denmark,398,42,17,10.6,4.3,,F4320334770,False,5,393,2232,42.0,10.6,10.6,10.6
Division of Graduate Education,USA,2197,233,87,10.6,4.0,,F4320337368,False,92,2105,21104,233.0,10.6,10.6,10.6
Deutsches Zentrum für Lungenforschung,Germany,492,52,25,10.6,5.1,,F4320326487,False,25,467,1113,52.0,10.6,10.6,10.6
Coordenacao de Aperfeicoamento de Pessoal de Nivel Superior,Brazil,27637,2922,658,10.6,2.4,government,F4320321091,True,1017,26620,311147,2922.0,10.6,10.6,10.6
"Ministry of Education, Culture, Sports, Science and Technology",Japan,23379,2480,494,10.6,2.1,government,F4320320912,True,513,22866,217005,2480.0,10.6,10.6,10.6
University of Melbourne,Australia,2631,280,146,10.6,5.5,,F4320320974,False,118,2513,17686,280.0,10.6,10.6,10.6
Raine Medical Research Foundation,Australia,218,23,8,10.6,3.7,,F4320320473,False,12,206,840,23.0,10.6,10.6,10.6
Sydney Medical School Foundation,Australia,113,12,4,10.6,3.5,,F4320338103,False,3,110,398,12.0,10.6,10.6,10.6
Ministry of Science Research and Technology,Iran,151,16,6,10.6,4.0,,F4320325384,False,2,149,1677,16.0,10.6,10.6,10.6
Cambridge Trust,UK,720,76,61,10.6,8.5,,F4320321848,False,35,685,3773,76.0,10.6,10.6,10.6
Uddannelses- og Forskningsministeriet,Denmark,530,56,24,10.6,4.5,,F4320310481,False,29,501,945,56.0,10.6,10.6,10.6
"Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México",Mexico,113,12,1,10.6,0.9,,F4320337011,False,9,104,297,12.0,10.6,10.6,10.6
Yakult Honsha,Japan,123,13,4,10.6,3.3,,F4320327436,False,5,118,621,13.0,10.6,10.6,10.6
European Science Foundation,France,743,79,21,10.6,2.8,,F4320320301,False,11,732,8122,79.0,10.6,10.6,10.6
"Lee Kong Chian School of Medicine, Nanyang Technological University",Singapore,246,26,8,10.6,3.3,,F4320335736,False,7,239,634,26.0,10.6,10.6,10.6
University of British Columbia,Canada,1351,143,67,10.6,5.0,,F4320323180,False,16,1335,14014,143.0,10.6,10.6,10.6
Microsoft Research,USA,415,44,66,10.6,15.9,,F4320308943,False,14,401,6628,44.0,10.6,10.6,10.6
Portland State University,USA,104,11,5,10.6,4.8,,F4320309493,False,4,100,2748,11.0,10.6,10.6,10.6
Center for Translational Molecular Medicine,Netherlands,377,40,16,10.6,4.2,,F4320323596,False,4,373,1011,40.0,10.6,10.6,10.6
Columbia University,USA,160,17,13,10.6,8.1,,F4320309111,False,6,154,1352,17.0,10.6,10.6,10.6
University of Otago,New Zealand,1384,147,46,10.6,3.3,,F4320310371,False,52,1332,10463,147.0,10.6,10.6,10.6
Natural Science Foundation for Young Scientists of Shanxi Province,China,587,62,20,10.6,3.4,,F4320331088,False,67,520,2474,62.0,10.6,10.6,10.6
"Christian Medical College, Vellore",India,160,17,8,10.6,5.0,,F4320323507,False,6,154,695,17.0,10.6,10.6,10.6
California Department of Public Health,USA,482,51,23,10.6,4.8,,F4320308203,False,37,445,2283,51.0,10.6,10.6,10.6
Nanyang Technological University,Singapore,1302,138,57,10.6,4.4,,F4320320766,False,42,1260,16821,138.0,10.6,10.6,10.6
Research Councils UK,UK,1293,137,70,10.6,5.4,,F4320320240,False,18,1275,9442,137.0,10.6,10.6,10.6
Rice University,USA,425,45,27,10.6,6.4,,F4320310133,False,18,407,6121,45.0,10.6,10.6,10.6
Scuola Normale Superiore,Italy,104,11,6,10.6,5.8,,F4320311012,False,7,97,1184,11.0,10.6,10.6,10.6
Baden-Württemberg Stiftung,Germany,472,50,22,10.6,4.7,,F4320310414,False,20,452,2901,50.0,10.6,10.6,10.6
Eurostars,Belgium,602,64,25,10.6,4.2,,F4320338388,False,31,571,5723,64.0,10.6,10.6,10.6
Umweltbundesamt,Germany,133,14,5,10.5,3.8,,F4320326661,False,6,127,1688,14.0,10.5,10.5,10.5
Newcastle University,UK,1881,197,77,10.5,4.1,,F4320320295,False,91,1790,10376,197.0,10.5,10.5,10.5
"Medical Center, University of Rochester",USA,419,44,11,10.5,2.6,,F4320332907,False,10,409,1986,44.0,10.5,10.5,10.5
Alan Turing Institute,UK,411,43,97,10.5,23.6,,F4320313467,False,22,389,2100,43.0,10.5,10.5,10.5
Gansu Education Department,China,105,11,0,10.5,0.0,,F4320325900,False,9,96,939,11.0,10.5,10.5,10.5
"Beckman Research Institute, City of Hope",USA,153,16,6,10.5,3.9,,F4320310407,False,8,145,607,16.0,10.5,10.5,10.5
Henan Provincial People's Hospital,China,152,16,1,10.5,0.7,,F4320329523,False,10,142,331,16.0,10.5,10.5,10.5
Muscular Dystrophy Association,USA,1185,124,42,10.5,3.5,,F4320308306,False,38,1147,8225,124.0,10.5,10.5,10.5
Universidade Federal do Rio Grande do Sul,Brazil,544,57,20,10.5,3.7,,F4320322987,False,12,532,10598,57.0,10.5,10.5,10.5
Queen Mary University of London,UK,1109,116,52,10.5,4.7,,F4320311061,False,52,1057,7375,116.0,10.5,10.5,10.5
Major Research Plan,China,801,84,17,10.5,2.1,,F4320335577,False,27,774,3451,84.0,10.5,10.5,10.5
China Sponsorship Council,China,124,13,5,10.5,4.0,,F4320321545,False,11,113,938,13.0,10.5,10.5,10.5
"Universitaire Ziekenhuizen Leuven, KU Leuven",Belgium,237,25,11,10.5,4.6,,F4320335514,False,14,223,741,25.0,10.5,10.5,10.5
"Ministerio de Asuntos Económicos y Transformación Digital, Gobierno de España",Spain,4264,447,190,10.5,4.5,,F4320326262,False,42,4222,19038,447.0,10.5,10.5,10.5
Alliance for Accelerating Excellence in Science in Africa,KE,571,60,20,10.5,3.5,,F4320336118,False,15,556,1362,60.0,10.5,10.5,10.5
Scientific Research and Technology Development Program of Guangxi,China,275,29,5,10.5,1.8,,F4320325705,False,23,252,989,29.0,10.5,10.5,10.5
"Ministry of Science, Innovation and Universities (Spain)",Spain,6322,665,290,10.5,4.6,,F4320315062,False,267,6055,39270,665.0,10.5,10.5,10.5
Foundation for Cardiovascular Research,Switzerland,592,62,26,10.5,4.4,,F4320309883,False,26,566,1956,62.0,10.5,10.5,10.5
Israel Cancer Association,Israel,363,38,7,10.5,1.9,,F4320322250,False,14,349,1403,38.0,10.5,10.5,10.5
Institute of Cancer Research,Canada,256,27,9,10.5,3.5,,F4320338030,False,10,246,1263,27.0,10.5,10.5,10.5
University of Zanjan,Iran,190,20,10,10.5,5.3,,F4320325427,False,6,184,1439,20.0,10.5,10.5,10.5
Hunan Provincial Science and Technology Department,China,731,77,10,10.5,1.4,,F4320321471,False,33,698,3925,77.0,10.5,10.5,10.5
Fundación Alfonso Martín Escudero,Spain,190,20,13,10.5,6.8,,F4320310212,False,5,185,713,20.0,10.5,10.5,10.5
Université de Bordeaux,France,679,71,46,10.5,6.8,,F4320323712,False,47,632,4784,71.0,10.5,10.5,10.5
University of Saskatchewan,Canada,675,71,16,10.5,2.4,,F4320310865,False,7,668,6380,71.0,10.5,10.5,10.5
University of Colorado Denver,USA,344,36,19,10.5,5.5,,F4320332965,False,11,333,2024,36.0,10.5,10.5,10.5
Universidad de Guanajuato,Mexico,124,13,3,10.5,2.4,,F4320323606,False,4,120,1636,13.0,10.5,10.5,10.5
CHDI Foundation,USA,563,59,40,10.5,7.1,,F4320308687,False,21,542,1716,59.0,10.5,10.5,10.5
CRIS Cancer Foundation,UK,105,11,4,10.5,3.8,,F4320332150,False,7,98,237,11.0,10.5,10.5,10.5
"Health Science Center, University of Tennessee",USA,324,34,5,10.5,1.5,,F4320332511,False,9,315,1357,34.0,10.5,10.5,10.5
Medizinischen Hochschule Hannover,Germany,902,95,35,10.5,3.9,,F4320323326,False,45,857,2545,95.0,10.5,10.5,10.5
Toray Science Foundation,Japan,114,12,3,10.5,2.6,,F4320331739,False,5,109,1150,12.0,10.5,10.5,10.5
University of South Dakota,USA,114,12,1,10.5,0.9,,F4320312774,False,8,106,915,12.0,10.5,10.5,10.5
National Authority for Scientific Research and Innovation,,171,18,12,10.5,7.0,,F4320315989,False,5,166,2051,18.0,10.5,10.5,10.5
University of Massachusetts Boston,USA,114,12,9,10.5,7.9,,F4320313188,False,1,113,999,12.0,10.5,10.5,10.5
International Science and Technology Cooperation Programme,China,390,41,6,10.5,1.5,,F4320335830,False,11,379,2210,41.0,10.5,10.5,10.5
Program for Professor of Special Appointment (Eastern Scholar) at Shanghai Institutions of Higher Learning,China,390,41,12,10.5,3.1,,F4320336023,False,10,380,2147,41.0,10.5,10.5,10.5
Agència de Gestió d'Ajuts Universitaris i de Recerca,Spain,2900,305,170,10.5,5.9,,F4320334830,False,137,2763,15289,305.0,10.5,10.5,10.5
Target ALS,USA,171,18,9,10.5,5.3,,F4320313994,False,12,159,478,18.0,10.5,10.5,10.5
European Centre for Disease Prevention and Control,Sweden,508,53,28,10.4,5.5,,F4320320304,False,9,499,1888,53.0,10.4,10.4,10.4
Georgia Institute of Technology,USA,652,68,34,10.4,5.2,,F4320309321,False,20,632,12850,68.0,10.4,10.4,10.4
Fundamental Research Funds for Central Universities of the Central South University,China,733,76,30,10.4,4.1,,F4320335880,False,63,670,5904,76.0,10.4,10.4,10.4
Vertex Pharmaceuticals,USA,260,27,11,10.4,4.2,,F4320312517,False,12,248,1214,27.0,10.4,10.4,10.4
Canadian Cancer Society,Canada,173,18,5,10.4,2.9,,F4320319928,False,13,160,1269,18.0,10.4,10.4,10.4
Brown University,USA,930,97,58,10.4,6.2,,F4320309070,False,29,901,10193,97.0,10.4,10.4,10.4
Westfälische Wilhelms-Universität Münster,Germany,1014,105,59,10.4,5.8,,F4320322957,False,97,917,4160,105.0,10.4,10.4,10.4
Beijing Municipal Commission of Education,China,240,25,4,10.4,1.7,,F4320321572,False,6,234,4025,25.0,10.4,10.4,10.4
Universität des Saarlandes,Germany,662,69,33,10.4,5.0,,F4320323322,False,68,594,2909,69.0,10.4,10.4,10.4
Universitetet i Tromsø,Norway,1186,123,38,10.4,3.2,,F4320309820,False,109,1077,4199,123.0,10.4,10.4,10.4
De La Salle University,PH,134,14,4,10.4,3.0,,F4320313925,False,7,127,2848,14.0,10.4,10.4,10.4
Wallenberg Wood Science Center,Sweden,125,13,1,10.4,0.8,,F4320326805,False,5,120,779,13.0,10.4,10.4,10.4
National Institute for Health Research Health Protection Research Unit,UK,1445,150,160,10.4,11.1,,F4320318095,False,60,1385,3215,150.0,10.4,10.4,10.4
Tobacco-Related Disease Research Program,USA,603,63,17,10.4,2.8,,F4320308294,False,24,579,2903,63.0,10.4,10.4,10.4
"Medisinske fakultet, Universitetet i Oslo",Norway,125,13,4,10.4,3.2,,F4320336932,False,9,116,314,13.0,10.4,10.4,10.4
City University of New York,USA,588,61,24,10.4,4.1,,F4320309102,False,18,570,8697,61.0,10.4,10.4,10.4
University of Illinois at Chicago,USA,585,61,22,10.4,3.8,,F4320332697,False,14,571,5794,61.0,10.4,10.4,10.4
Sydäntutkimussäätiö,Finland,776,81,33,10.4,4.3,,F4320323333,False,43,733,2409,81.0,10.4,10.4,10.4
H2020 Excellent Science,,251,26,17,10.4,6.8,,F4320337662,False,8,243,1043,26.0,10.4,10.4,10.4
Suzuken Memorial Foundation,Japan,470,49,9,10.4,1.9,,F4320309791,False,23,447,1876,49.0,10.4,10.4,10.4
James Cook University,Australia,799,83,31,10.4,3.9,,F4320320982,False,27,772,5905,83.0,10.4,10.4,10.4
Drexel University,USA,546,57,16,10.4,2.9,,F4320310343,False,19,527,5374,57.0,10.4,10.4,10.4
Directorate for Computer and Information Science and Engineering,USA,154,16,26,10.4,16.9,,F4320332169,False,3,151,2643,16.0,10.4,10.4,10.4
Universities Space Research Association,USA,193,20,13,10.4,6.7,,F4320318328,False,11,182,2966,20.0,10.4,10.4,10.4
University at Buffalo,USA,670,70,38,10.4,5.7,,F4320332641,False,23,647,6411,70.0,10.4,10.4,10.4
Prostate Cancer UK,UK,356,37,8,10.4,2.2,,F4320320292,False,15,341,779,37.0,10.4,10.4,10.4
H2020 Marie Skłodowska-Curie Actions,,7213,750,477,10.4,6.6,,F4320338337,False,231,6982,32837,750.0,10.4,10.4,10.4
Department of Education and Training,Australia,201,21,8,10.4,4.0,,F4320324764,False,5,196,1747,21.0,10.4,10.4,10.4
U.S. Department of Commerce,USA,395,41,22,10.4,5.6,,F4320306111,False,16,379,12102,41.0,10.4,10.4,10.4
Pontificia Universidad Católica de Chile,CL,282,29,6,10.3,2.1,,F4320325918,False,10,272,1769,29.0,10.3,10.3,10.3
Hokkaido University,Japan,1422,147,22,10.3,1.5,,F4320323533,False,60,1362,15786,147.0,10.3,10.3,10.3
Fondation de France,France,1400,144,63,10.3,4.5,,F4320322646,False,71,1329,5907,144.0,10.3,10.3,10.3
Tertiary Education Trust Fund,NG,301,31,2,10.3,0.7,,F4320325463,False,14,287,5312,31.0,10.3,10.3,10.3
VIT University,India,456,47,7,10.3,1.5,,F4320322838,False,89,367,4740,47.0,10.3,10.3,10.3
Brain and Behavior Research Foundation,USA,1357,140,153,10.3,11.3,,F4320306147,False,94,1263,4795,140.0,10.3,10.3,10.3
Institute for Basic Science,Korea,1080,111,63,10.3,5.8,,F4320326441,False,65,1015,7110,111.0,10.3,10.3,10.3
Trinity College Dublin,Ireland,515,53,24,10.3,4.7,,F4320320864,False,20,495,4195,53.0,10.3,10.3,10.3
BrightFocus Foundation,USA,905,93,67,10.3,7.4,,F4320308990,False,74,831,2396,93.0,10.3,10.3,10.3
Universidade Estadual Paulista,Brazil,856,88,12,10.3,1.4,,F4320325879,False,27,829,8800,88.0,10.3,10.3,10.3
University of Patras,Greece,243,25,9,10.3,3.7,,F4320310968,False,19,224,2220,25.0,10.3,10.3,10.3
Surgical Reconstruction and Microbiology Research Centre,UK,107,11,6,10.3,5.6,,F4320328041,False,5,102,253,11.0,10.3,10.3,10.3
Debreceni Egyetem,HU,545,56,19,10.3,3.5,,F4320325658,False,61,484,2610,56.0,10.3,10.3,10.3
Hebei Provincial Department of Bureau of Science and Technology,China,117,12,1,10.3,0.9,,F4320324965,False,12,105,861,12.0,10.3,10.3,10.3
Jiangsu Planned Projects for Postdoctoral Research Funds,China,271,28,2,10.3,0.7,,F4320335471,False,5,266,2947,28.0,10.3,10.3,10.3
National Taiwan Normal University,Taiwan,271,28,4,10.3,1.5,,F4320323837,False,9,262,1778,28.0,10.3,10.3,10.3
Japan Heart Foundation,Japan,145,15,2,10.3,1.4,,F4320328054,False,3,142,1298,15.0,10.3,10.3,10.3
National Energy Research Scientific Computing Center,USA,643,66,45,10.3,7.0,,F4320317220,False,40,603,9157,66.0,10.3,10.3,10.3
University of Bath,UK,648,67,21,10.3,3.2,,F4320320322,False,23,625,5127,67.0,10.3,10.3,10.3
Fondation Leenaards,Switzerland,262,27,13,10.3,5.0,,F4320323828,False,10,252,821,27.0,10.3,10.3,10.3
Northwest University,China,223,23,1,10.3,0.4,,F4320322439,False,10,213,2586,23.0,10.3,10.3,10.3
"Oxford Martin School, University of Oxford",UK,126,13,10,10.3,7.9,,F4320334902,False,6,120,310,13.0,10.3,10.3,10.3
"Research Grants Council, University Grants Committee",Hong Kong,1639,169,64,10.3,3.9,,F4320321592,False,85,1554,20685,169.0,10.3,10.3,10.3
University of Manchester,UK,1841,189,88,10.3,4.8,,F4320320291,False,25,1816,11828,189.0,10.3,10.3,10.3
James S. McDonnell Foundation,USA,1583,163,195,10.3,12.3,,F4320306183,False,23,1560,7039,163.0,10.3,10.3,10.3
Universiteit Leiden,Netherlands,1754,179,83,10.2,4.7,,F4320320929,False,68,1686,9148,179.0,10.2,10.2,10.2
East Carolina University,USA,244,25,7,10.2,2.9,,F4320310571,False,19,225,2092,25.0,10.2,10.2,10.2
"National Cancer Institute, Cairo University",EG,108,11,1,10.2,0.9,,F4320334796,False,1,107,422,11.0,10.2,10.2,10.2
Children’s Hospital of Wisconsin Research Institute,USA,777,79,37,10.2,4.8,,F4320312687,False,42,735,2251,79.0,10.2,10.2,10.2
Citizens United for Research in Epilepsy,USA,108,11,9,10.2,8.3,,F4320307214,False,3,105,594,11.0,10.2,10.2,10.2
Nature Conservancy,USA,449,46,28,10.2,6.2,,F4320315140,False,9,440,6151,46.0,10.2,10.2,10.2
Minas Gerais Research Foundation (FAPEMIG),Brazil,4259,433,93,10.2,2.2,,F4320322980,False,140,4119,44279,433.0,10.2,10.2,10.2
University of Glasgow,UK,2119,217,91,10.2,4.3,,F4320320337,False,68,2051,13785,217.0,10.2,10.2,10.2
University of Alabama,USA,803,82,28,10.2,3.5,,F4320312852,False,16,787,6975,82.0,10.2,10.2,10.2
University of Cincinnati,USA,804,82,26,10.2,3.2,,F4320310256,False,28,776,8324,82.0,10.2,10.2,10.2
KWF Kankerbestrijding,Netherlands,3113,319,130,10.2,4.2,,F4320322777,False,125,2988,10226,319.0,10.2,10.2,10.2
"Kementerian Riset, Teknologi dan Pendidikan Tinggi",ID,325,33,3,10.2,0.9,,F4320326442,False,7,318,3285,33.0,10.2,10.2,10.2
Saint Louis University,USA,325,33,8,10.2,2.5,,F4320312021,False,14,311,2256,33.0,10.2,10.2,10.2
State Scholarships Foundation,Greece,394,40,8,10.2,2.0,,F4320321916,False,9,385,4232,40.0,10.2,10.2,10.2
Prostate Cancer Canada,Canada,206,21,18,10.2,8.7,,F4320319921,False,5,201,725,21.0,10.2,10.2,10.2
Jiangsu Provincial Key Research and Development Program,China,923,94,29,10.2,3.1,,F4320327777,False,60,863,6116,94.0,10.2,10.2,10.2
Texas Biomedical Research Institute,USA,206,21,12,10.2,5.8,,F4320313513,False,8,198,434,21.0,10.2,10.2,10.2
Institute for Translational Medicine and Therapeutics,USA,137,14,13,10.2,9.5,,F4320310180,False,9,128,492,14.0,10.2,10.2,10.2
Lund University Medical Faculty Foundation,Sweden,177,18,3,10.2,1.7,,F4320322910,False,9,168,270,18.0,10.2,10.2,10.2
Swiss Nanoscience Institute,Switzerland,128,13,7,10.2,5.5,,F4320333268,False,8,120,619,13.0,10.2,10.2,10.2
Karl-Franzens-Universität Graz,Austria,1241,127,56,10.2,4.5,,F4320325582,False,68,1173,4822,127.0,10.2,10.2,10.2
Key Technology Research and Development Program of Shandong,China,2068,211,37,10.2,1.8,,F4320333596,False,150,1918,11994,211.0,10.2,10.2,10.2
"Services Fédéraux des Affaires Scientifiques, Techniques et Culturelles",Belgium,167,17,0,10.2,0.0,,F4320327234,False,1,166,3255,17.0,10.2,10.2,10.2
VINNOVA,Sweden,1590,162,77,10.2,4.8,,F4320321030,False,62,1528,12001,162.0,10.2,10.2,10.2
Basic Research Program of Jiangsu Province,China,187,19,6,10.2,3.2,,F4320334982,False,17,170,1763,19.0,10.2,10.2,10.2
Folkhälsanin Tutkimussäätiö,Finland,166,17,10,10.2,6.0,,F4320316024,False,11,155,436,17.0,10.2,10.2,10.2
Chongqing Research Program of Basic Research and Frontier Technology,China,255,26,3,10.2,1.2,,F4320327865,False,1,254,2532,26.0,10.2,10.2,10.2
