pmid,pmcid,doi,oddpub_category,text_source,char_len
39809766,PMC11733126,10.1038/s41597-025-04383-4,"upon request, unknown/misspecified source",mineru_md,43031
39814736,PMC11735804,10.1038/s41597-025-04368-3,re-use,mineru_md,47034
39814807,PMC11736075,10.1038/s41597-025-04390-5,re-use,mineru_md,44203
39820017,PMC11739464,10.1038/s41597-024-04295-9,supplement,mineru_md,65033
39820351,PMC11739474,10.1038/s41597-025-04448-4,unknown/misspecified source,mineru_md,29966
39820528,PMC11739391,10.1038/s41597-024-04312-x,upon request,mineru_md,42924
39833218,PMC11747249,10.1038/s41597-025-04450-w,unknown/misspecified source,mineru_md,34959
39837895,PMC11751302,10.1038/s41597-025-04455-5,"upon request, github",mineru_md,80021
39843501,PMC11754846,10.1038/s41597-025-04404-2,,mineru_md,58159
39843890,PMC11754626,10.1038/s41597-025-04409-x,"upon request, unknown/misspecified source",mineru_md,80021
39865066,PMC11770109,10.1038/s41597-025-04497-9,github,mineru_md,38872
39865076,PMC11770090,10.1038/s41597-024-04269-x,unknown/misspecified source,mineru_md,80021
39870684,PMC11772575,10.1038/s41597-025-04465-3,,mineru_md,51836
39875386,PMC11775143,10.1038/s41597-025-04457-3,github,mineru_md,74960
39875412,PMC11775332,10.1038/s41597-025-04495-x,github,mineru_md,47415
39881139,PMC11779955,10.1038/s41597-025-04415-z,unknown/misspecified source,mineru_md,51607
39885139,PMC11782544,10.1038/s41597-024-04152-9,unknown/misspecified source,mineru_md,38424
39885165,PMC11782645,10.1038/s41597-025-04482-2,,mineru_md,54754
39890834,PMC11785794,10.1038/s41597-024-04227-7,github,mineru_md,72764
39893161,PMC11787306,10.1038/s41597-025-04513-y,"github, unknown/misspecified source",mineru_md,67390
39893186,PMC11787372,10.1038/s41597-024-04196-x,github,mineru_md,67725
39893195,PMC11787352,10.1038/s41597-025-04396-z,github,mineru_md,71893
39905011,PMC11794637,10.1038/s41597-024-04313-w,github,mineru_md,80021
39905016,PMC11794518,10.1038/s41597-025-04539-2,,mineru_md,64995
39905024,PMC11794869,10.1038/s41597-025-04543-6,unknown/misspecified source,mineru_md,70203
39910061,PMC11799166,10.1038/s41597-025-04535-6,github,mineru_md,31386
39910117,PMC11799221,10.1038/s41597-025-04508-9,github,mineru_md,34882
39915480,PMC11802720,10.1038/s41597-025-04541-8,,mineru_md,28536
39915490,PMC11802732,10.1038/s41597-025-04471-5,unknown/misspecified source,mineru_md,51737
39915498,PMC11802868,10.1038/s41597-025-04502-1,,mineru_md,67404
39915508,PMC11802901,10.1038/s41597-025-04512-z,re-use,mineru_md,47921
39920123,PMC11806053,10.1038/s41597-025-04491-1,"supplement, github",mineru_md,80021
39920165,PMC11806052,10.1038/s41597-025-04547-2,github,mineru_md,56086
39934128,PMC11814293,10.1038/s41597-025-04540-9,"supplement, upon request",mineru_md,69883
39939336,PMC11822054,10.1038/s41597-025-04536-5,github,mineru_md,62668
39939361,PMC11821814,10.1038/s41597-025-04506-x,,mineru_md,65379
39939610,PMC11821812,10.1038/s41597-025-04565-0,,mineru_md,61026
39939642,PMC11822033,10.1038/s41597-025-04544-5,unknown/misspecified source,mineru_md,80021
39952954,PMC11829038,10.1038/s41597-024-04259-z,,mineru_md,42186
39952970,PMC11828951,10.1038/s41597-025-04589-6,unknown/misspecified source,mineru_md,66294
39956811,PMC11830798,10.1038/s41597-025-04454-6,"upon request, unknown/misspecified source",mineru_md,63724
39966392,PMC11836364,10.1038/s41597-025-04534-7,unknown/misspecified source,mineru_md,80021
39966414,PMC11836452,10.1038/s41597-025-04584-x,unknown/misspecified source,mineru_md,60193
39971910,PMC11840033,10.1038/s41597-025-04611-x,,mineru_md,64683
39971936,PMC11840089,10.1038/s41597-025-04612-w,,mineru_md,49766
39979347,PMC11842580,10.1038/s41597-024-04199-8,unknown/misspecified source,mineru_md,61740
39979360,PMC11842715,10.1038/s41597-025-04643-3,unknown/misspecified source,mineru_md,44923
39987162,PMC11846907,10.1038/s41597-025-04655-z,github,mineru_md,24772
40000637,PMC11861586,10.1038/s41597-025-04642-4,github,mineru_md,31222
40000685,PMC11861984,10.1038/s41597-025-04560-5,"supplement, re-use",mineru_md,70752
40011459,PMC11865480,10.1038/s41597-025-04676-8,unknown/misspecified source,mineru_md,41863
40011486,PMC11865620,10.1038/s41597-025-04638-0,,mineru_md,37351
40011528,PMC11865572,10.1038/s41597-025-04625-5,,mineru_md,42220
40011540,PMC11865446,10.1038/s41597-025-04588-7,upon request,mineru_md,48481
40021658,PMC11871357,10.1038/s41597-025-04689-3,github,mineru_md,58086
40038321,PMC11880192,10.1038/s41597-025-04593-w,,mineru_md,21952
40050312,PMC11885589,10.1038/s41597-025-04626-4,,mineru_md,36941
40050317,PMC11885844,10.1038/s41597-025-04712-7,unknown/misspecified source,mineru_md,38076
40055338,PMC11889162,10.1038/s41597-025-04716-3,,mineru_md,56294
40055348,PMC11889079,10.1038/s41597-025-04709-2,re-use,mineru_md,28110
40057500,PMC11890587,10.1038/s41597-025-04694-6,unknown/misspecified source,mineru_md,78864
40057543,PMC11890572,10.1038/s41597-025-04738-x,github,mineru_md,80021
40057550,PMC11890752,10.1038/s41597-025-04744-z,re-use,mineru_md,23742
40057556,PMC11890765,10.1038/s41597-025-04720-7,,mineru_md,80021
40064907,PMC11894173,10.1038/s41597-025-04610-y,unknown/misspecified source,mineru_md,61396
40064916,PMC11893747,10.1038/s41597-025-04672-y,,mineru_md,80021
40069172,PMC11897216,10.1038/s41597-025-04760-z,,mineru_md,35707
40069187,PMC11897385,10.1038/s41597-025-04756-9,,mineru_md,31609
40069192,PMC11897396,10.1038/s41597-025-04758-7,re-use,mineru_md,24041
40074756,PMC11903681,10.1038/s41597-025-04728-z,,mineru_md,35024
40074778,PMC11904228,10.1038/s41597-025-04700-x,,mineru_md,45945
40082463,PMC11907064,10.1038/s41597-025-04698-2,,mineru_md,68358
40082465,PMC11906598,10.1038/s41597-025-04761-y,supplement,mineru_md,65546
40087270,PMC11909141,10.1038/s41597-025-04763-w,github,mineru_md,31442
40089497,PMC11910653,10.1038/s41597-025-04784-5,github,mineru_md,39938
40097426,PMC11914539,10.1038/s41597-025-04749-8,github,mineru_md,62378
40097439,PMC11914232,10.1038/s41597-025-04767-6,unknown/misspecified source,mineru_md,77450
40108130,PMC11923151,10.1038/s41597-025-04713-6,github,mineru_md,79672
40108146,PMC11923173,10.1038/s41597-025-04707-4,github,mineru_md,80021
40108248,PMC11923250,10.1038/s41597-025-04807-1,unknown/misspecified source,mineru_md,23311
40108251,PMC11923216,10.1038/s41597-025-04785-4,supplement,mineru_md,62936
40118852,PMC11928623,10.1038/s41597-025-04798-z,github,mineru_md,57976
40118864,PMC11928455,10.1038/s41597-025-04710-9,github,mineru_md,56549
40121204,PMC11929797,10.1038/s41597-025-04794-3,,mineru_md,42344
40121221,PMC11929768,10.1038/s41597-025-04747-w,supplement,mineru_md,32913
40128215,PMC11933301,10.1038/s41597-025-04816-0,,mineru_md,58896
40128259,PMC11933314,10.1038/s41597-025-04802-6,unknown/misspecified source,mineru_md,43644
40133343,PMC11937398,10.1038/s41597-025-04840-0,,mineru_md,43766
40148331,PMC11950162,10.1038/s41597-025-04836-w,github,mineru_md,60409
40155370,PMC11953410,10.1038/s41597-025-04856-6,,mineru_md,46808
40155635,PMC11953418,10.1038/s41597-025-04874-4,github,mineru_md,71516
40157929,PMC11954876,10.1038/s41597-025-04819-x,re-use,mineru_md,43751
40157936,PMC11954963,10.1038/s41597-025-04872-6,,mineru_md,43485
40157945,PMC11954919,10.1038/s41597-025-04838-8,,mineru_md,42620
40157956,PMC11954889,10.1038/s41597-025-04850-y,,mineru_md,59550
40164632,PMC11958828,10.1038/s41597-025-04781-8,supplement,mineru_md,80021
40164648,PMC11958633,10.1038/s41597-025-04869-1,"upon request, unknown/misspecified source",mineru_md,58127
40169613,PMC11961681,10.1038/s41597-025-04897-x,github,mineru_md,48306
40169636,PMC11961680,10.1038/s41597-025-04823-1,github,mineru_md,77704
40175438,PMC11965339,10.1038/s41597-025-04797-0,,mineru_md,52952
40180919,PMC11968964,10.1038/s41597-025-04870-8,re-use,mineru_md,37219
40181016,PMC11968865,10.1038/s41597-025-04900-5,,mineru_md,59519
40181039,PMC11968990,10.1038/s41597-025-04865-5,"re-use, upon request, unknown/misspecified source",mineru_md,60566
40185740,PMC11971246,10.1038/s41597-025-04431-z,,mineru_md,54027
40185786,PMC11971418,10.1038/s41597-025-04904-1,unknown/misspecified source,mineru_md,66908
40188135,PMC11972284,10.1038/s41597-025-04868-2,"supplement, re-use",mineru_md,52761
40195327,PMC11976995,10.1038/s41597-025-04935-8,github,mineru_md,65567
40195340,PMC11976906,10.1038/s41597-025-04924-x,,mineru_md,80021
40210645,PMC11985987,10.1038/s41597-025-04733-2,supplement,mineru_md,73521
40210896,PMC11985953,10.1038/s41597-025-04892-2,unknown/misspecified source,mineru_md,80021
40210926,PMC11986027,10.1038/s41597-025-04946-5,,mineru_md,51542
40216747,PMC11992241,10.1038/s41597-025-04917-w,github,mineru_md,38188
40216786,PMC11992069,10.1038/s41597-025-04954-5,github,mineru_md,41276
40221416,PMC11993632,10.1038/s41597-025-04467-1,github,mineru_md,80021
40229303,PMC11997039,10.1038/s41597-025-04896-y,unknown/misspecified source,mineru_md,63324
40234488,PMC12000613,10.1038/s41597-025-04961-6,unknown/misspecified source,mineru_md,61868
40234516,PMC12000615,10.1038/s41597-025-04820-4,,mineru_md,27582
40246910,PMC12006390,10.1038/s41597-025-04983-0,unknown/misspecified source,mineru_md,40190
40251194,PMC12008225,10.1038/s41597-025-04988-9,unknown/misspecified source,mineru_md,47862
40251200,PMC12008394,10.1038/s41597-025-04907-y,supplement,mineru_md,59118
40253409,PMC12009327,10.1038/s41597-025-04952-7,github,mineru_md,40020
40274834,PMC12022272,10.1038/s41597-025-05011-x,,mineru_md,80021
40280914,PMC12032081,10.1038/s41597-025-04898-w,github,mineru_md,53290
40280936,PMC12032199,10.1038/s41597-025-05039-z,,mineru_md,36585
40301334,PMC12041192,10.1038/s41597-025-04956-3,unknown/misspecified source,mineru_md,78449
40301348,PMC12041405,10.1038/s41597-025-05043-3,,mineru_md,22505
40301357,PMC12041466,10.1038/s41597-025-05023-7,unknown/misspecified source,mineru_md,41448
40301383,PMC12041257,10.1038/s41597-025-05035-3,,mineru_md,64314
40301400,PMC12041555,10.1038/s41597-025-05046-0,"unknown/misspecified source, supplement",mineru_md,67157
40307236,PMC12043970,10.1038/s41597-025-05071-z,unknown/misspecified source,mineru_md,46926
40307255,PMC12043936,10.1038/s41597-025-05030-8,,mineru_md,60006
40307293,PMC12043899,10.1038/s41597-025-04905-0,unknown/misspecified source,mineru_md,80021
40316510,PMC12048565,10.1038/s41597-025-05033-5,,mineru_md,27123
40319046,PMC12049436,10.1038/s41597-025-05085-7,unknown/misspecified source,mineru_md,33807
40325074,PMC12053570,10.1038/s41597-025-05095-5,,mineru_md,26171
40328768,PMC12056090,10.1038/s41597-025-05015-7,github,mineru_md,42311
40328782,PMC12056226,10.1038/s41597-025-05084-8,,mineru_md,25151
40328796,PMC12056026,10.1038/s41597-025-05094-6,,mineru_md,28645
40335525,PMC12059044,10.1038/s41597-025-05091-9,,mineru_md,21720
40341034,PMC12062305,10.1038/s41597-025-05099-1,supplement,mineru_md,71222
40348741,PMC12065907,10.1038/s41597-025-05125-2,github,mineru_md,34800
40348761,PMC12065839,10.1038/s41597-025-05142-1,,mineru_md,29290
40348768,PMC12065801,10.1038/s41597-025-05026-4,,mineru_md,75221
40360501,PMC12075588,10.1038/s41597-025-05049-x,re-use,mineru_md,45870
40368929,PMC12078530,10.1038/s41597-025-05032-6,"re-use, unknown/misspecified source",mineru_md,64260
40374651,PMC12081736,10.1038/s41597-025-05052-2,"supplement, upon request, github, unknown/misspecified source",mineru_md,47188
40379663,PMC12084580,10.1038/s41597-025-05138-x,unknown/misspecified source,mineru_md,80021
40382339,PMC12085678,10.1038/s41597-025-05003-x,unknown/misspecified source,mineru_md,51438
40382363,PMC12085639,10.1038/s41597-025-05180-9,unknown/misspecified source,mineru_md,34152
40394065,PMC12092654,10.1038/s41597-025-05163-w,re-use,mineru_md,53429
40399294,PMC12095590,10.1038/s41597-025-05203-5,,mineru_md,80021
40399296,PMC12095652,10.1038/s41597-025-04786-3,"re-use, upon request, github, unknown/misspecified source",mineru_md,80021
40399302,PMC12095754,10.1038/s41597-025-05190-7,unknown/misspecified source,mineru_md,41494
40399318,PMC12095621,10.1038/s41597-025-05184-5,,mineru_md,53234
40399336,PMC12095585,10.1038/s41597-025-04993-y,supplement,mineru_md,80021
40404652,PMC12098773,10.1038/s41597-025-05204-4,,mineru_md,43306
40410157,PMC12102343,10.1038/s41597-025-05168-5,,mineru_md,80021
40410191,PMC12102287,10.1038/s41597-025-04833-z,github,mineru_md,74075
40410207,PMC12102372,10.1038/s41597-025-05174-7,,mineru_md,41359
40410218,PMC12102280,10.1038/s41597-025-05102-9,supplement,mineru_md,68131
40419541,PMC12106846,10.1038/s41597-025-05146-x,upon request,mineru_md,39442
40425575,PMC12116792,10.1038/s41597-025-04910-3,unknown/misspecified source,mineru_md,80021
40425599,PMC12116797,10.1038/s41597-025-05221-3,unknown/misspecified source,mineru_md,49963
40425649,PMC12117166,10.1038/s41597-025-04906-z,github,mineru_md,74219
40436877,PMC12119873,10.1038/s41597-025-05222-2,,mineru_md,64564
40436878,PMC12119835,10.1038/s41597-025-05208-0,github,mineru_md,45242
40436913,PMC12120125,10.1038/s41597-025-05269-1,,mineru_md,22940
40442083,PMC12123031,10.1038/s41597-025-05255-7,,mineru_md,57902
40447593,PMC12125329,10.1038/s41597-025-05172-9,unknown/misspecified source,mineru_md,80021
40447606,PMC12125228,10.1038/s41597-025-05261-9,unknown/misspecified source,mineru_md,28162
40456766,PMC12130454,10.1038/s41597-025-05282-4,github,mineru_md,25111
40467610,PMC12137627,10.1038/s41597-025-05247-7,re-use,mineru_md,37777
40473677,PMC12141465,10.1038/s41597-025-05290-4,re-use,mineru_md,49266
40483269,PMC12145417,10.1038/s41597-025-05313-0,supplement,mineru_md,48022
40483272,PMC12145448,10.1038/s41597-025-05256-6,,mineru_md,40581
40483273,PMC12145456,10.1038/s41597-025-05179-2,unknown/misspecified source,mineru_md,80021
40483299,PMC12145438,10.1038/s41597-025-05325-w,,mineru_md,40757
40490450,PMC12149298,10.1038/s41597-025-05145-y,unknown/misspecified source,mineru_md,29153
40494879,PMC12152134,10.1038/s41597-025-05227-x,,mineru_md,29387
40506458,PMC12163074,10.1038/s41597-025-05022-8,,mineru_md,30923
40506549,PMC12162830,10.1038/s41597-025-05193-4,,mineru_md,58131
40514357,PMC12166075,10.1038/s41597-025-05274-4,re-use,mineru_md,80021
40514385,PMC12166058,10.1038/s41597-025-05342-9,"github, unknown/misspecified source",mineru_md,51537
40517157,PMC12167379,10.1038/s41597-025-05312-1,upon request,mineru_md,80021
40527889,PMC12174361,10.1038/s41597-025-05266-4,re-use,mineru_md,59914
40527908,PMC12174347,10.1038/s41597-025-05392-z,github,mineru_md,30507
40527922,PMC12174341,10.1038/s41597-025-05278-0,"re-use, unknown/misspecified source",mineru_md,50888
40533466,PMC12177048,10.1038/s41597-025-05391-0,supplement,mineru_md,44566
40533475,PMC12177041,10.1038/s41597-025-05319-8,"unknown/misspecified source, supplement, github",mineru_md,56314
40537469,PMC12179300,10.1038/s41597-025-05323-y,unknown/misspecified source,mineru_md,48758
40537569,PMC12179291,10.1038/s41597-025-05241-z,,mineru_md,37921
40541968,PMC12181423,10.1038/s41597-025-05382-1,,mineru_md,71652
40542019,PMC12181276,10.1038/s41597-025-05374-1,unknown/misspecified source,mineru_md,70889
40544156,PMC12182570,10.1038/s41597-025-05383-0,supplement,mineru_md,53380
40544163,PMC12182576,10.1038/s41597-025-04911-2,github,mineru_md,66409
40550798,PMC12185753,10.1038/s41597-025-05360-7,,mineru_md,53859
40550814,PMC12185699,10.1038/s41597-025-05309-w,,mineru_md,39013
40550819,PMC12185686,10.1038/s41597-025-05384-z,,mineru_md,77924
